X,Time1-30m-5aA-s2,Time1-30m-1aA-s2,Time1-30m-3aA-s2,Time1-30m-4aA-s2,Time1-30m-2aA-s2,Time2-4h-2bA-s2,Time2-4h-3bA-s2,Time2-4h-1bA-s2,Time3-8h-1aA-s2,Time3-8h-2aA-s2,Time3-8h-3aA-s2,Time4-24hf-2aA-s2,Time4-24hf-3aA-s2,Time4-24hf-1aA-s2,Time5-72h-3aA-s2,Time5-72h-1aA-s2,Time5-72h-2aA-s2,Time6-21d-1bA-s2,Time6-21d-2aA-s2,Time6-21d-3aA-s2
M15428complete_seq_at,7.656210733,9.342268941,9.344496102,7.51168048439275,8.434129485,11.3571309680131,9.379351466,7.78532311302166,7.49843352736066,7.48732718161473,7.49693334264146,8.567244103,9.067405016,8.60057350391238,8.19090249102899,8.77681777,8.395006917,8.239943964,7.57092101009956,10.07365643
M15883_at,7.549366533,7.834283359,8.362558047,7.60359953944892,7.58894829,7.764435971662,7.674109623,7.62361353480443,8.2281354672206,8.20328118864504,7.61900801686566,7.946897253,8.039728381,8.09292944280063,7.57996133721228,7.530949549,7.731278298,7.524703233,7.58892058901064,8.392188889
M17419_at,7.976882563,11.62170176,10.73038736,7.48699746581733,11.19183278,11.9094035707757,11.06217266,11.4129223688182,7.64369454503037,8.42706743296448,7.80376622206857,10.08803412,10.46029316,10.984620272654,11.5133957576979,11.92426287,10.55107094,11.58276482,7.62936925290153,11.66460996
M17527_at,7.567625947,7.556623758,7.720576335,7.59103482955856,7.519629542,7.69140755449966,7.690375518,7.62697176530304,7.54920449046791,7.52568251119201,7.52615980934759,7.503633857,7.493568222,7.51975984151268,7.48175139636012,7.509573544,7.474137844,8.666656052,7.56716214533771,7.88486198
M20156_at,7.481064767,9.440680112,8.820168562,7.50772140563081,9.835272146,10.2085588279882,10.07801243,7.71667322329346,7.55803618875345,7.58630849730771,7.75625108170202,8.426559694,9.042750788,8.78329336891787,10.9710881015791,11.32991117,8.799500969,9.688464546,7.53233254215117,10.30017958
M21060_s_at,7.459625385,9.559009621,10.70521237,7.46843117761395,8.337820614,7.60487391851743,10.18698079,7.52085843222616,7.61600126074306,8.0684044789312,7.58428980520664,8.770771959,9.552941921,8.83071778273074,10.735666219347,10.95949071,9.088650988,9.599962703,7.56927336826664,10.69017102
M21476_s_at,7.738921349,7.790785579,7.927445105,8.1342697710124,7.733844525,10.5014666080926,7.726837049,10.3078233852471,10.1810345431016,9.27651017244833,9.42487058990346,7.935126633,8.07870354,8.13840537791382,9.02514907733201,7.592368396,8.050831729,8.069296512,7.98890409116868,8.099692501
M22631_at,7.68346619,7.912507354,7.712033077,7.6455293573939,7.684370376,7.79007256322113,7.676315033,7.75322680926307,7.61664749061142,7.60582122042438,7.59733351285728,7.856082641,7.74716578,7.8445458204569,7.67272768937885,7.736084827,7.753086113,7.655427147,7.83295131838629,7.868848762
M22756_at,7.557861884,9.429161612,10.02839235,7.52768478830893,8.803324303,9.21527135131738,9.416832173,7.95719461449721,11.0520791314724,10.7622720162459,11.2727180982395,8.798596617,9.450466969,9.28331032396952,10.0658534197425,10.97002925,9.463903456,8.635596955,7.54723572966489,10.3667907
M23601_at,8.410432267,9.396758103,9.340519811,7.53086369458567,8.691132181,7.53089506332028,7.447568455,7.58717316869399,7.51468327079594,7.51285711965452,7.51957273782747,7.776693952,7.653282712,7.49966803339249,8.72937298684922,8.489980427,8.565448334,8.980582544,7.54020598738181,9.362762892
M29358_at,7.562517757,11.07870455,9.834328734,7.51134221866929,10.63578236,11.4807637476463,9.917980415,11.2281517681249,7.52134895750757,8.37393966584725,7.55972698999476,8.667737345,9.305583551,8.77180451064391,10.9919596629266,11.42107025,9.389963746,11.08159715,7.52467301639546,10.80535716
M29358_g_at,9.031818045,12.12059453,10.66780664,7.48701045635905,11.75922898,11.9943375224511,11.16894191,12.0208829911424,7.5368299632612,7.96319063480703,7.68236510402699,10.1067673,10.7890312,10.4144460802625,11.7083227549457,12.18560213,11.02731423,11.46194475,7.50729675388774,11.72220623
M32062_at,7.966171285,7.9552659,7.813854844,7.66335539460712,8.134872794,11.3034395568907,8.241529382,11.2242620374856,10.4538140378319,9.67577093303246,10.0255104260123,7.955389147,8.070553011,8.40941798956534,10.4622094139174,10.46039612,8.935146348,7.639025072,8.07843414880601,8.128828009
M32062_g_at,8.122767355,8.042857492,7.978507984,8.24311389331614,8.266341198,11.6710113063621,8.271675163,11.4246223451006,10.5252513892537,9.73988896141359,10.066660420896,8.037662413,8.339186839,8.41200140907756,10.4257011666618,9.575359543,9.00302232,7.819151621,8.19669506084182,8.091651785
M33962_g_at,9.705019205,10.74309466,9.365600557,8.46856480711524,9.96938639,11.7054330994206,11.10490652,11.5356820315004,8.46307994178181,7.99732975317363,8.910228391665,8.62562182,8.983050661,9.63135711277948,8.94037356149435,10.55454189,8.59267331,10.40559077,7.54025749237487,10.41917744
M35270complete_seq_i_at,10.24977098,8.522286002,8.319622615,10.062357109011,9.274121085,7.57886373224194,8.829846429,7.68860542651297,9.09481739439694,9.17909677864382,9.11431905513696,8.402358617,8.284038876,8.5709074417764,8.66898562999581,8.151011391,8.660749527,8.071437243,7.75316533703661,7.591534364
M55015cds_s_at,7.57370357,9.914029458,9.477027295,8.39428045000155,8.837694434,10.2585385134025,8.936750956,7.94809214487562,10.5361291690344,10.0404135690718,10.4712916027712,8.714703153,9.456631972,9.28739237079455,10.1567586629665,10.29426121,8.803267456,9.142912859,7.54765140173249,10.10772256
M58404_at,7.944481594,9.456083931,9.813804571,8.34538027258407,10.10272012,9.35417634989849,10.7228191,8.45043933013621,9.13523706997468,8.62778849142765,9.07941923958235,9.293230663,9.528392846,9.10954537812099,11.666487166322,12.1376326,10.58941756,9.959549745,9.5839429969364,11.02046557
M58758_at,7.530373202,7.542871856,7.869395682,7.53147025746868,7.674697507,7.54802646451147,9.28526285,7.50416384311335,7.55955394466006,7.51212905525117,7.53984578460563,8.337006411,8.223566064,8.51747971164292,7.59035771937383,7.484580092,7.843495225,8.902376158,7.49960579723601,9.79211188
M58758_g_at,7.751259716,9.110284377,9.028406909,7.71955771839967,8.83262494,7.83618366520928,9.800396772,7.667613977209,7.89261154468669,7.7912552170209,7.90998980495695,8.987792967,9.323278286,8.86590204189819,7.97361995326128,8.231683608,8.398061252,9.732734622,7.57765812544597,10.23173507
M62763complete_seq_at,7.756932466,9.815613878,8.611367203,7.58764802063795,8.990272225,9.74857568285859,7.769570171,7.67943049253402,7.56500902928362,7.55635250618646,7.61307830056203,7.665943204,7.692883225,7.7146916692671,7.5298547558457,7.607356597,7.577511135,8.789687498,7.58314497128692,8.187014087
M62992_at,7.827242364,8.703513185,7.795635177,7.7884564009289,8.145593061,10.4617204060222,7.941127191,9.72481752593449,7.60686479559472,7.52073597349643,7.53055479667852,7.86933699,7.92412103,7.99187656095995,7.8600119937382,8.672485837,7.872139347,8.455369625,7.57806877912989,8.538579724
M63282_at,8.405689005,8.229178483,7.974651187,8.2149151366813,7.960373336,11.002368936853,8.344135564,11.1913776078633,9.82305757630703,9.16823481165853,9.49036470395432,8.023940693,7.990502655,8.39012679830382,7.97041994349477,8.136030741,7.972849744,7.771441404,7.77379731020815,7.555556645
M65149_at,8.605201247,8.4347379,8.517844447,9.0729694557469,8.531686694,11.8411808118959,9.300211011,11.6760641355182,10.81244198278,10.5355295021852,10.6748382618325,8.609208974,8.732482603,9.08283267454662,9.09223719647251,9.075781128,8.636080849,7.991544196,7.75810855805452,8.067081345
M81088_at,7.651841682,10.81038894,9.477795241,7.53029153086223,10.58219794,10.434168501414,9.559150214,9.91194231576872,7.3191468297075,7.7980366127656,7.35161431016749,9.279991835,9.384229076,8.81433880881128,10.0542430967352,10.83207987,9.427894338,10.64097545,7.32196866229724,9.644871511
M81225_at,7.530736265,9.208850337,8.202404624,7.54487120606541,8.730190605,10.5159447482667,7.642735536,7.76875800854971,7.53408214614227,7.51915080697796,7.53396422408277,7.707579843,7.735172472,7.62461993969505,8.17253263646246,9.777449611,7.642975858,8.835307778,7.58540306124544,9.013898914
M81642_at,8.016975113,9.525568033,8.467406657,7.58827081114091,8.5773396,10.1979208767138,8.302306109,8.03304811746449,7.56592272996301,7.54087615061251,7.55444760673987,7.954147366,8.001148261,7.82803116022327,7.90797584828201,8.167203281,7.953388547,8.526622361,7.59554635663561,9.142400455
M82826_i_at,7.573993233,9.684658374,8.637549216,7.51615735906427,9.986828025,7.52176814972846,8.324230502,7.53277128875905,7.50372615768281,7.47410267453989,7.48547806596158,9.165882989,9.380262974,8.30573926390785,8.66488607947274,7.585849659,9.502797552,11.04952693,10.8874621240083,9.41410281
M83107_g_at,7.812617308,7.947288936,8.096910777,7.65530819580508,7.771589871,7.67372965854229,7.97334654,7.66348828205581,7.78342826182872,7.98697601917745,7.93778448526247,8.163232529,8.099888871,8.61024275378459,9.29655228882952,9.765523443,8.778152265,7.734082494,7.71903757663684,7.943509744
M83143_at,7.769390544,8.024707625,7.953269082,7.5743135626616,7.962317104,7.67439984715604,7.773414244,7.8176679105288,7.71800420572263,7.72350531650372,7.73405982277097,7.990280774,7.854578958,7.98423468707154,7.89066209316445,8.302087109,8.103582503,8.256685366,7.68148457131806,8.474771905
M86389cds_s_at,8.40632494,8.409073328,8.907376603,8.98383577604615,9.343529818,12.3608516515849,10.34248143,12.3390774530899,12.281341215855,11.6636161810855,11.8974981286559,10.93436889,11.9444952,11.9610108008447,12.0655261527514,11.496097,11.55406174,9.217768735,10.0968923454734,10.03255576
M89646_g_at,9.82566796,11.27467121,11.51697872,7.59795450222792,11.4375774,11.0587011265003,10.5130542,11.5663346565819,10.0245780550613,10.9003855626586,10.3806530656904,10.83370502,10.97894288,10.6718147196987,12.223416752651,12.13498353,11.48662901,10.86497922,7.97316462696781,11.20347357
rc_AA799369_at,7.642860316,7.730022406,8.099363914,7.77336952405356,7.581684562,8.63072318040072,7.864743363,7.66415173144116,9.02694382171982,8.69838636062648,8.84341661293296,7.780550319,7.874103146,7.86205531265749,8.15269502974409,8.044908558,7.840333142,7.921028824,7.92402321127996,8.688114606
rc_AA799472_g_at,8.613629639,7.9405943,7.88016712,7.83613626704057,7.780713959,7.69470986702936,7.770134595,7.88955126391431,7.91268677479053,8.06452683861185,8.49911744196839,7.769914575,7.783223823,7.86597141184991,8.25447983464988,8.378659325,8.13524201,7.790881996,8.99387898071277,8.34199773
rc_AA799545_at,7.612620062,9.224393902,8.009312617,7.58587697875015,8.160856756,10.9986637969073,8.050695223,9.78717046591006,7.60824748940091,7.85336673104942,7.7420950762192,8.076456715,8.341566631,8.21919606761643,8.16364792771241,8.82965217,8.085811752,8.658406546,7.65426742696688,9.152332412
rc_AA799609_at,8.780389013,8.038028598,7.745450381,7.58927918516132,7.936877494,8.4073535570725,7.712180293,7.69581625896308,7.56046702779038,7.5345724866596,7.5699953676494,7.768119683,7.718754545,7.76233862797821,7.75089493058353,7.928831963,7.744346202,8.190015215,7.65873722050849,8.47047508
rc_AA799621_at,8.908382477,7.84191401,7.643722925,7.79667027704721,7.615523473,7.68594966842547,7.707828546,7.69326072139077,7.58512375005144,7.57437347039084,7.57369935187922,7.605069712,7.560116363,7.56158712152445,7.75457961657418,7.575626522,7.578974787,7.9674318,7.76649686050904,8.102040132
rc_AA799645_g_at,7.609261269,7.69292338,8.357897727,7.72702985473022,7.608550378,7.57017153447318,7.584166369,7.6223521915201,7.67145560541406,8.22303478879161,7.63760513184457,9.010539222,8.154888584,8.52307771260429,9.0134228733091,9.157810773,8.64861906,7.820140632,7.59049247483596,7.601313644
rc_AA799654_g_at,7.514086632,7.869018295,9.106480232,7.51932728674314,7.665008361,7.5354653240167,8.012123142,7.52497492945398,7.51631202253822,7.54796977482123,7.54200360960806,8.26312717,8.323425833,7.87864897442674,8.04720567966214,8.616492748,8.393252269,7.463116046,7.53040486529027,8.550283791
rc_AA799700_at,7.877060512,8.377004208,7.854467462,7.69655817352599,8.103691555,7.63421057783473,7.92395286,7.63666403607754,7.62272078179383,7.62205969711583,7.60574071908935,7.706602027,7.719471436,7.69016979005239,7.83954600891687,7.781204259,7.725292353,8.420040335,7.66043198440453,8.447356318
rc_AA799724_g_at,7.639671531,8.191293239,8.216366273,7.576659533257,7.827526214,8.12875207409779,8.260584669,7.92415731116316,7.55557912949922,7.70516858438667,7.59836212105621,7.738166575,7.679374506,7.58414426557694,8.0829630850976,8.262303601,7.845245716,7.584438428,7.58960746460133,8.213853585
rc_AA799887_s_at,7.569058064,8.581740548,8.356127628,7.62937737205501,8.154760708,8.5116459173825,8.642067752,7.65072455225702,9.66364233734305,9.32471407143402,10.0193541113414,8.215259307,8.125611308,8.71257894126137,8.64960900322804,9.86154499,8.427027393,8.55584765,7.64211649876383,9.470246532
rc_AA799992_g_at,8.153609159,7.709709798,7.766771234,7.62408864224985,7.711378736,7.62631232054195,7.692925737,7.64972739429602,8.01041045649171,8.22759470755004,8.09511712498186,7.648071125,7.636766677,7.69275008728059,7.8987489880097,7.84922194,7.769558817,7.659024885,7.65269082406057,7.560753709
rc_AA799995_g_at,7.654531179,9.562111518,9.417605629,7.63205755741005,8.110511551,8.63104049023566,8.13085671,7.61276905884895,7.63431985967388,8.36150688806806,7.6597123585231,7.963210783,8.094609771,7.62190469544687,8.03179161956262,8.057301279,7.950248322,7.656992286,7.55166426904906,7.384581868
rc_AA799996_at,7.59547873,8.154262514,8.715039821,7.55795133748837,7.660849631,7.59955122415946,7.582877454,7.56892058269717,7.60273384114052,7.74313807814899,7.5997437335406,7.761195346,8.174534301,7.55197351478413,8.63295090568602,8.904413642,8.217394153,7.691907841,7.55807654390897,7.534652171
rc_AA800015_at,7.71912149,7.727052942,9.592599215,7.57086896271654,7.658531986,7.56361264867134,8.355230325,7.53648950881511,10.193973128236,10.1653789305433,9.5528025598077,9.024074342,8.713293655,8.91997273460906,10.0819001628217,9.491732287,8.787670172,7.547923839,8.78932366224911,8.948880504
rc_AA800063_at,8.285705051,8.077815038,7.696790053,8.03310636825476,7.757389708,7.55195352517638,8.372835532,7.56568200497029,7.56432647588003,7.52249847410485,7.52770905879798,7.619100535,7.606145361,7.62515391570156,7.51893854800446,7.64081415,7.590367917,8.060309695,7.55814880418405,8.470506998
rc_AA800199_at,7.757394699,8.202534214,7.943067424,7.74350395551792,7.83302512,7.77846440893579,8.435056832,7.77527396761659,7.99527761278374,7.91417581273101,8.02873234905389,7.958847674,8.136936072,8.08138072265753,9.12396779140938,8.838169076,8.582936227,8.019570856,9.90601755938463,8.549793529
rc_AA800318_at,8.996879859,8.135102126,7.907192321,8.54610683468652,8.266551101,9.35343045854061,8.314413202,9.3418704390815,9.91091950281973,9.15059549891511,9.73068226051057,8.271004045,8.278130262,8.45479673680882,9.16466734604601,9.129526288,8.724797563,8.257734329,10.9110108954672,9.15056581
rc_AA800551_at,7.637672122,10.96747548,9.285798216,7.51137269800614,8.763135266,11.63885817986,9.847442776,10.8936734294457,7.49316277578061,7.46486108883965,7.46915243943924,7.69242912,8.903930286,10.0024720749543,7.49730881223096,7.514704297,7.728232517,7.610133162,7.5330357372173,8.741190087
rc_AA800613_at,9.821267189,10.5818032,10.00729943,10.3901707488759,10.47158384,11.7050337353871,10.34677817,11.4639305055725,11.0748760027697,9.97546002123814,10.8246369837502,8.437551844,9.698153399,9.09547889815464,8.82466079823501,8.906773823,8.666483469,7.476613209,7.60009074557052,7.433086151
rc_AA800735_g_at,8.47090747,7.686158302,7.714457868,7.74232840198539,7.564864878,8.29305312860413,7.581856204,7.74861688377665,7.8024481999865,7.92874785480325,7.86954292546648,7.625998494,7.703794287,7.62074029149883,8.22180007307435,7.760981645,7.76217967,7.582237879,8.25412071426617,7.549995262
rc_AA801286_at,7.602133093,8.327867571,8.057795797,7.55949686351402,7.779983937,8.84872394860473,7.672445903,7.60100443031293,7.54381814807538,7.5256271053871,7.52772279201318,7.688758143,7.767813329,7.67642503564373,7.69189737529297,8.083413632,7.77294792,7.949324475,7.6222147674389,8.470530709
rc_AA817997_g_at,8.311950678,11.7656186,11.23574454,7.4796865875524,11.45176058,10.4349476157866,11.70515554,7.93222741892189,7.80868773671728,9.13250896930871,7.89008044613498,10.28780156,10.91260098,10.6279456987737,11.7880911750051,12.19261739,10.95726853,11.77040374,7.46107018353696,12.0038334
rc_AA818025_at,8.985688834,10.42074977,9.182511694,7.55724406592385,9.653219659,7.54216253205378,8.529630144,7.52508245857271,7.49732320942649,7.5156098714448,7.54689430657968,8.197004026,8.275760337,7.91730209403485,8.78444669896794,9.394153436,8.127768164,9.436317975,7.482481780339,9.843958664
rc_AA818487_s_at,8.324114667,8.655263188,9.51562485,7.6967857508675,8.215999659,7.75334756098417,8.427626231,7.60332249251146,8.71300964951195,9.44205706955622,9.36742867956739,8.556266427,9.10906035,8.48825263430016,10.6320120233464,10.50893344,9.686847581,8.557648096,7.75888757388677,9.761156331
rc_AA849038_at,9.461585298,11.57296121,11.50985234,7.41247701699356,11.5432787,11.4687114332083,11.31745836,8.45480806626494,8.35348368216783,11.4612170476634,10.6427601330092,11.34847408,11.2457647,11.157775375652,12.0354117897131,11.95845643,11.71174951,11.398423,8.22331531181622,11.9342091
rc_AA858590_at,8.06117581,9.501453873,9.000444959,8.17994746736228,9.033289312,9.30539597865099,8.710341033,8.0691416384015,8.0691564900518,8.02779820703904,8.22076559200386,8.949382777,8.519426523,9.02753390087111,8.40306896648425,8.530759276,8.720362328,9.870127953,7.54959038844377,10.20917736
rc_AA859372_s_at,8.327371303,7.804757343,9.896453533,10.8776106332935,8.327151204,7.75412310789293,8.317310486,8.10902481722566,11.7605105243879,10.9817877401358,11.6144695610106,8.195972507,8.697741452,9.78049864050938,10.7284690490608,8.429880251,9.651127837,7.672145691,9.70012650085375,7.853303709
rc_AA859645_at,7.855345093,8.552151831,7.808617787,7.64489304699551,8.105493754,8.09868815692262,8.244034943,8.06115914666181,7.60834689553042,7.60552441199126,7.59173672727502,7.738688818,7.661129628,7.60800220698907,7.66721574231912,8.30786978,7.808387139,7.999058617,7.71142895276523,8.308366138
rc_AA859911_g_at,8.488785477,8.040688103,7.701877167,7.83891439216183,8.003463177,7.64170824003123,8.006583311,7.63580669877512,7.58478715723784,7.55457350331433,7.57655656265031,7.613805818,7.553469305,7.56446883734605,7.54248684079578,7.65572907,7.571865028,7.923608744,8.23997032866903,8.302821822
rc_AA859980_g_at,7.653647358,8.35875792,8.496090856,7.59460576780762,7.689745686,11.0097986831065,8.640988613,10.540166582796,9.0168856308312,8.70314881873834,9.18064634169821,7.70118028,7.939818399,7.68370776110061,7.7431966923641,7.571265093,7.623425029,8.924261873,7.6071323473018,7.651076212
rc_AA860024_at,7.594584152,10.45413226,9.757439013,7.55775139261071,9.963599163,9.72135560584881,9.305834984,7.5871123598218,7.54884282526077,7.99267617497899,7.56157291579887,9.190504262,9.456714412,9.556637260579,10.6347563676015,10.74565727,10.0725222,7.941865494,7.53525799574027,10.05428285
rc_AA866299_at,8.258370625,8.005435527,7.613985613,7.76886359382665,7.965802853,8.70643771630576,7.5837849,8.31309907189692,7.6594083807086,7.61912042811791,7.58980587044238,7.568619256,7.584502835,7.56093009766466,7.55716347071848,7.552464314,7.589404473,7.652746819,7.75710224493365,7.755711789
rc_AA874874_at,7.679869282,8.637710903,8.558660607,7.58357832978786,8.007395173,7.64183348441362,7.850244619,7.56021090098346,7.53624445861978,7.53984214459397,7.53377796520768,7.856589522,7.885197899,7.77168242917271,7.79725713371996,7.747399602,7.88302299,7.669461936,7.59417916602235,8.636329624
rc_AA874969_at,7.967880926,9.861376309,9.530833728,7.80064260879317,9.615095486,8.04754622026798,9.811012042,7.65832328740282,7.78280981996808,7.75984871323249,7.77873582252052,8.347704392,8.342170978,8.19050843778916,7.65073738850675,8.498555832,8.03159317,9.837307836,7.94721637898406,10.35633511
rc_AA875032_at,8.387550049,10.12174751,9.235808273,9.22247680023438,9.133338973,11.8492165064371,10.28421808,11.6842926774101,11.2941082161898,10.0352649000977,10.7313649274882,8.134906194,8.591322314,8.69904315397621,8.18228127595994,7.947560657,8.195540515,8.524049548,7.64784924247804,8.525954613
rc_AA875102_at,7.646564469,8.76441372,9.080969694,7.53578531665049,8.533673904,9.45759552969265,8.053222398,7.76167214793172,7.69374308640073,7.72388041419275,7.69029561416921,8.212592736,8.582783343,8.24369301686087,9.73233335970046,9.465052699,8.896182255,7.909894808,7.53679958707819,8.73856725
rc_AA875171_g_at,7.61649527,7.977270583,7.779642567,7.59872550950782,7.824483852,8.83495572829447,8.164154408,7.71045461517252,7.55831209318347,7.53326166054501,7.52978948599282,7.658009905,7.709254296,7.6171399340759,7.58505387968307,7.995414672,7.664387595,8.157543795,7.7477318749054,8.387689315
rc_AA875225_at,7.484789931,7.856096889,10.89124143,7.46189471843746,7.561783985,7.48823099196136,7.505177275,7.45338397799577,7.47711193850652,7.51156526693904,7.4716841672092,10.74807625,10.52890166,10.3012134167851,10.835066967388,7.513359519,10.51997443,9.891117888,7.55403282888806,10.48723711
rc_AA875253_at,7.840441963,9.31879705,7.982028625,7.56780379944981,8.057324062,10.1900861044986,7.961195571,7.67510005497873,7.65425501397212,7.62099502495532,7.80283493567316,8.105361668,8.242174584,8.46262800404326,7.88803872029212,7.905198184,7.88271703,8.217288044,7.62156128625663,8.154514466
rc_AA875263_at,7.754752979,8.797936459,8.236876771,7.70974750608859,8.451004203,7.54361390988944,8.913171715,7.54112589437326,7.69614661648571,7.56247415629262,7.74737164984313,8.386744448,8.078084637,8.37957771658334,8.12628746928635,8.522686149,8.12163663,8.87393991,7.92544845013482,9.044461031
rc_AA875327_at,7.507486811,7.361278594,7.79169645,7.54312106905069,7.48782643,7.65445888644773,7.602297695,7.5876925048448,7.52976324525168,7.50653968342128,7.49658873852533,7.911702915,8.113202526,7.80752197053299,7.57549830227221,7.470642001,7.770280439,7.821451476,7.63996232977574,8.822551129
rc_AA875506_at,9.665338729,9.890752183,8.21586245,7.73857967665064,8.361139007,8.48167610517389,7.803225415,7.72781999443758,7.77692732108309,7.80078715046731,7.7544672718869,8.174108176,8.047325173,8.07776810109464,7.7592644742134,7.626228867,7.95752303,7.733350807,7.69497423151764,7.905502252
rc_AA875661_at,7.765200833,7.910512215,7.847993368,7.62684199826486,7.82305582,8.34888570634343,7.791736114,7.64956049983663,7.60503614237986,7.56564979124452,7.56791132874239,7.819110323,7.815269676,7.96946083312384,7.6033394885561,7.699217459,7.673244435,7.730746047,7.63364331793871,8.269985268
rc_AA891069_at,7.581050668,7.965177191,7.706555424,7.58416005036543,7.57581771,7.65512866362431,7.721840034,7.668028878848,7.55587004278039,7.52552002132212,7.5247536796719,7.557337556,7.574482565,7.53353813442326,7.49442119151948,7.504586517,7.499160774,7.71159251,7.59350779004577,7.629762548
rc_AA891194_s_at,7.550288685,9.643965043,8.754993002,7.53287897318802,7.967418164,7.57665101458439,7.564760362,7.59206670594177,7.51522388874048,7.50099280857864,7.49106186556605,7.491258024,7.67221155,7.47981690085985,7.44721701762927,7.483973979,7.451383969,7.42456987,7.53201115345533,7.508892194
rc_AA891204_s_at,7.574757042,7.547359011,7.874121811,7.57160300262401,7.498296839,7.56421398930369,7.39685385,7.59548384676311,7.54583810047979,7.53081067957685,7.5232089464341,7.788074113,7.945652993,7.89367867605871,8.14793022234352,7.515354327,8.054716503,7.720203142,10.3547983291701,8.726341923
rc_AA891221_at,7.7698036,8.05098491,8.794138563,7.54457689432849,7.763799799,8.96860277761349,7.631606587,7.58978881620781,7.70575629552527,7.83501900665112,7.69118935256445,8.433402349,8.633316637,8.21835820994869,8.05137933907505,7.736639713,8.428840176,7.549968274,7.5381341942326,7.95936212
rc_AA891314_at,7.701194326,8.429827551,9.120056318,7.62477759401046,8.834951889,8.60094352730019,9.064889837,7.64893443884772,7.61441066616294,7.70005623867987,7.67126909045934,9.033000847,8.49399588,8.82067856187652,8.41774375391497,9.463600975,8.477353811,9.794052185,7.73204165991878,10.14408876
rc_AA891580_at,8.062123185,9.517045741,7.996258079,7.59671027452182,8.209815079,8.51715536811211,8.183083671,7.79748631990211,7.56542833788742,7.54328996574558,7.54803933110175,7.68226259,7.693262232,7.61234499351109,7.55330127493585,7.779232864,7.625086915,8.586922295,7.63650911719994,8.753071479
rc_AA891634_at,7.628899609,9.652431039,8.118761593,7.57303945688602,8.313069677,8.80302884409056,8.068146931,7.87397718667561,7.53826680652841,7.5319421819151,7.53579262074275,7.569246692,7.668948798,7.52473515302582,7.48841288422264,7.507229555,7.495161073,7.641891959,7.5817930278351,7.678410807
rc_AA891717_at,7.557676435,8.207075667,7.993987339,7.57262909673155,8.024543895,9.82166090322031,8.207678909,7.62539897917918,7.57749518585294,7.54891601806052,7.55358225836945,8.346357036,8.545009363,8.33414497047754,7.91819838512659,7.819443807,8.76283116,9.15348959,7.65716315804656,8.935013259
rc_AA891729_at,7.625590479,10.19668614,10.93536885,7.38574786340573,10.7242838,11.3536446518407,10.94719091,11.2282364267352,8.16540376424315,8.51962295963576,8.16003047107972,10.04842487,10.58323719,10.0035303905161,11.0835211761448,11.68042952,10.50719224,11.19991824,7.70762616128278,11.3982581
rc_AA891810_at,7.832553486,8.249085006,8.027446948,7.7090106331161,7.748067907,7.75261918795159,7.698942022,7.64650523547742,7.52475308167665,7.51142992284997,7.50266797812747,7.688357909,7.671454037,7.7115113102459,7.85993073211798,7.932532651,7.754744838,8.805590141,7.55035186795457,8.573459178
rc_AA891818_at,7.572254121,8.790495492,8.24428061,7.54474645873126,7.934445726,8.79314318995057,7.780612971,7.61612883123811,7.54371787399355,7.58724711236902,7.60920892538609,8.123225292,8.320008638,8.18738148313039,7.70148879682584,7.674402496,7.850413214,7.758732025,7.56630251382013,8.3898595
rc_AA891877_at,8.129723787,8.192610886,7.766919584,7.64302900748335,8.051242411,9.5294119336971,7.678537857,9.09162872836779,7.93082536809588,7.7216979436677,7.8388559673115,7.623328183,7.66300942,7.75692078510161,7.69661176498615,7.736206013,7.682963617,7.927869326,7.81974108653212,7.910328553
rc_AA891937_at,7.662549667,7.526632153,7.91457421,7.68523846025385,7.554768371,8.36184041708042,7.71645892,7.66458404589721,7.95458011432338,8.2892653235959,8.08273401080914,8.536556856,8.656593709,8.77635391438737,7.96580351069923,8.139114661,8.55370103,7.757021293,7.87243185266611,7.927924614
rc_AA891965_at,9.282628071,9.575269153,8.843418004,8.18266221548675,8.853159244,8.18615665782312,9.417321512,7.77718073991847,7.58680001697764,7.72964325671058,7.72485629878801,8.010908087,7.975190271,7.89309923490102,7.79705333756996,8.234244889,7.828085387,9.055517993,7.79383152926408,9.21818675
rc_AA891998_i_at,8.241502903,7.87139333,7.64668759,7.77461091223483,7.791447322,8.23562044666453,7.789422828,10.1927658641505,7.71579200935343,7.78767751286654,7.84045425192876,7.597501663,7.573103038,7.62822585694335,7.64974467430042,7.613980794,7.615875071,7.941158984,7.80854477182097,7.770484106
rc_AA892132_at,7.599874129,8.037655665,8.43812034,7.53406740064235,7.675503547,7.67904313623314,8.918338278,7.65362255451937,7.53979109741873,7.6264006941714,7.61490542123624,8.097215341,8.109931509,7.89333701780181,8.82717265601542,9.692731123,8.1548757,8.592105545,9.81813825635563,9.460234371
rc_AA892333_at,7.892491585,8.636176683,8.728376669,7.53950042651267,8.213565926,12.3494673166532,9.960789911,12.1196403796609,11.8052741273213,11.2557343170575,11.5630999788258,10.19896817,10.81284898,10.5813158015703,12.4795884517097,11.58297776,11.15728747,8.546242373,7.90022340840022,8.942665603
rc_AA892373_at,7.50829281,11.29343297,10.56162742,7.50527784622602,9.725106501,11.4382592259899,10.78814166,11.0166737005285,7.49863197763789,7.39267304147833,7.51502285766745,9.456747901,9.536033164,7.63824302170103,10.4865065961568,10.76561993,9.469479435,10.88981786,7.55199020942244,11.0546888
