"JMR-RatInj30m-5aA-s2"	"JMR-RatInj30m-1aA-s2"	"JMR-RatInj30m-3aA-s2"	"JMR-RatInj30m-4aA-s2"	"JMR-RatInj30m-2aA-s2"	"JMR-RatInj4h-2bA-s2"	"JMR-RatInj4h-3bA-s2"	"JMR-RatInj4h-1bA-s2"	"JMR-RatInj8h-1aA-s2"	"JMR-RatInj8h-2aA-s2"	"JMR-RatInj8h-3aA-s2"	"JMR-RatInj24hf-2aA-s2"	"JMR-RatInj24hf-3aA-s2"	"JMR-RatInj24hf-1aA-s2"	"JMR-RatInj72h-3aA-s2"	"JMR-RatInj72h-1aA-s2"	"JMR-RatInj72h-2aA-s2"	"JMR-RatInj21d-1bA-s2"	"JMR-RatInj21d-2aA-s2"	"JMR-RatInj21d-3aA-s2"
"AF054618_s_at"	12.3061953995992	12.3065279657815	12.3065271462861	12.3065215353884	12.3064480187769	12.3066361265552	12.3066287253499	12.3066415816156	12.3067455201495	12.3065902998924	12.3068352058778	12.3063766529523	12.3070695832657	12.3069737953669	12.3068450683747	12.3064882394267	12.3066189690551	12.3065960434691	12.3066058989816	12.3066716666491
"AF055065_s_at"	12.3014104205081	12.3017725531081	12.3019203614189	12.3019653279027	12.3017010810761	12.3020728859203	12.3020461700636	12.3020835737289	12.30222920806	12.302070471698	12.3022200650099	12.301707592601	12.3014869502065	12.3018243223482	12.3021958374808	12.3018748930378	12.3019769898514	12.3020361774405	12.3020515568589	12.3021672561731
"AF055286_at"	12.3101450663311	12.3103469879767	12.3102875457503	12.3102821733375	12.3103387209328	12.3103074918565	12.3102878634629	12.3103260513286	12.3103431547397	12.3103579155234	12.3103367679433	12.309891014022	12.309763597147	12.3100036427755	12.3102635765276	12.3103412830309	12.3100247618508	12.3103264945356	12.3103257517653	12.3103236471159
"AF055477_at"	12.2928499916156	12.2945172035368	12.294189346905	12.2935520967046	12.2937756345389	12.2942835789792	12.2941763841594	12.2942172725619	12.2940683943313	12.2938874400719	12.2941434222702	12.2929740559645	12.2927526324617	12.2930958407042	12.2929196196137	12.294164123767	12.2931167035761	12.2942800446603	12.29440222419	12.2944128493713
"AF055884_s_at"	12.302648642637	12.3032461973252	12.303628239907	12.3033198855068	12.3031502337183	12.303319839353	12.3033132669219	12.303309345981	12.3033794786743	12.3034305684129	12.3035416812159	12.3032011942359	12.3031908400519	12.3031275776341	12.3035420383843	12.3033351439058	12.3032686750551	12.3033807258384	12.3033371258318	12.3033886756419
"AF056031_at"	12.3072508198729	12.3073073844454	12.3074299564043	12.3073628096984	12.3074324161758	12.3072934651553	12.3073639612635	12.3073370575421	12.3073971592316	12.3074220724374	12.3074235454434	12.3072618289975	12.3072699328454	12.3072044653181	12.307783999285	12.3073796920723	12.3075286998506	12.3073903971187	12.3073605366818	12.3073688119862
"AF056324_g_at"	12.300312027132	12.3011553336141	12.3005532284509	12.3010824868872	12.3009489807611	12.3015593718466	12.3014540022299	12.301424422458	12.301390551628	12.301426285373	12.3014164268953	12.3009930029627	12.3009977632833	12.3013243877376	12.3015191973028	12.3016564565573	12.3011661225328	12.301445071448	12.3015954375901	12.3015086454404
"AF058791_at"	12.296833130253	12.2982178478478	12.2991052418748	12.2976511362553	12.2979563253064	12.2989177136705	12.2983864051419	12.2988119498367	12.2984136990187	12.298429926151	12.2984245994881	12.2976730683445	12.2984066820108	12.2980745877772	12.2978704793123	12.2981828794597	12.2978214409018	12.2979278869855	12.2981185243261	12.2982292404476
"AF058795_at"	12.2659146958131	12.2686781549273	12.2664647623181	12.266054788327	12.267768798566	12.268174806649	12.2681978437381	12.2675581248726	12.2690139816817	12.2673238743479	12.2683067362598	12.2651739219108	12.2630277378221	12.2661005121274	12.263831332643	12.2689992630123	12.2638384926764	12.2672294022201	12.2692244114218	12.2689168299394
"AF059530_at"	12.3060569714069	12.3059244018474	12.3059887682069	12.3060231630753	12.3058632332939	12.3059318442243	12.3058436019666	12.3059514388594	12.3059893503554	12.3060564633924	12.3059833090269	12.3060654138664	12.306027153688	12.3060367358873	12.3056939933439	12.3057117623197	12.3058648584648	12.3059468305501	12.3059410155316	12.3059418509819
"AF060173_at"	12.2855251094983	12.2873239442702	12.2868361175512	12.287428175294	12.2876239940765	12.2880956842556	12.2877499192957	12.2880347885735	12.2885393476834	12.2877986497953	12.2881544747782	12.2872581050678	12.2863205716459	12.2873243309858	12.2871530588213	12.2878365793568	12.2872441102235	12.2874735847881	12.2884128645662	12.2879392845915
"AF060819_s_at"	12.305628037409	12.3060014697143	12.3057849162016	12.3060518277096	12.3058227827463	12.3062763778269	12.3061804267787	12.3062144877134	12.3060941093795	12.3060110505278	12.3061026803825	12.305348300285	12.3050051733114	12.3055296452995	12.3052500419438	12.3058836466379	12.3051936017615	12.3062888164097	12.3062196398483	12.3064323202493
"AF061242_s_at"	12.3057702685158	12.3060095155108	12.3057785885945	12.3058880317453	12.3059215044257	12.3059607485491	12.3059049215173	12.3060124893545	12.3059081945795	12.3058137804447	12.3058840927751	12.3054506000161	12.3054167061705	12.3055014121393	12.3057282003105	12.3060696496281	12.3056411914695	12.3059277980694	12.3061196011967	12.3059808862303
"AF061266_g_at"	12.3041429508159	12.304550596075	12.3045101730456	12.3044612448269	12.3044594696028	12.3045726243342	12.3045235540525	12.30458292942	12.3045014798205	12.3044504023242	12.3044920384444	12.3040746761589	12.3040462592253	12.3042180170036	12.3041681324923	12.3046588980111	12.3041806110921	12.3046062928697	12.304602588639	12.3046041966389
"AF061443_at"	12.3077950212732	12.3079686640326	12.307935322028	12.3079615153223	12.3079621597624	12.3079885394622	12.3080100259724	12.3081653478506	12.3079567891933	12.3078973276862	12.307980943997	12.307447730984	12.307370163541	12.3075854884049	12.307542345103	12.307987048822	12.3075659581559	12.3081069284259	12.3080956923897	12.3080255645011
"AF061947_at"	12.291568545843	12.2858304780818	12.2861366709026	12.2888915788997	12.2859115795202	12.2856296620739	12.2858901179545	12.2856196975524	12.286598556384	12.2863571101295	12.2861716254466	12.2881565911381	12.2875873140305	12.2881069544226	12.2867519715374	12.285984041941	12.2881987054302	12.2860507288745	12.2861377525807	12.285906676314
"AF061947_g_at"	12.294417082382	12.2959479386136	12.2961154727793	12.2955814669494	12.295844490848	12.2960615872205	12.2960899205541	12.2959791394534	12.2962873722708	12.2961106519502	12.29617352173	12.2961482520355	12.2968552445007	12.2961535266629	12.2960702571715	12.2964982977766	12.296348753338	12.2960111416993	12.2961831892194	12.2961469932415
"AF061971_at"	12.27365224717	12.2749814675982	12.274852339326	12.2746034958565	12.2747664704172	12.2751384040046	12.2749977345293	12.2751372820519	12.275182687175	12.2752354452971	12.2751621241519	12.2753242836689	12.2751965750346	12.2751971921807	12.2753474736605	12.2750233597316	12.2748218797846	12.2752785870709	12.2752534671841	12.2752155639603
"AF062594_at"	12.30256577193	12.3029850962552	12.3031796021419	12.3027746844922	12.3026598353549	12.3029059592106	12.3028230772571	12.3029089556609	12.3029496563826	12.302969955559	12.3029452949684	12.3025917494448	12.3027328516254	12.302690328595	12.3032589124557	12.3028906182562	12.3028466798891	12.3030518786358	12.3029386253911	12.3029596607428
"AF062594_g_at"	12.3072526527194	12.3078789988742	12.3080521038399	12.3075080909422	12.3074957471961	12.3077291810899	12.3075442367784	12.30765526169	12.3076197182649	12.3075467182165	12.3075942131654	12.3070202125193	12.3073291421094	12.3070892651947	12.307610554556	12.3075415366723	12.3071797718933	12.3076176814747	12.3076081436407	12.3076758274811
"AF062740_at"	12.3050628376657	12.305714533897	12.3058422675918	12.3052854382877	12.3052568513854	12.3055700944859	12.3056275780046	12.3055718018126	12.3055025621923	12.3053883710863	12.3053790665074	12.3045594975577	12.3051730272445	12.3050437755961	12.3046646645141	12.3050775325806	12.3045353592881	12.3053776175625	12.3053779734938	12.305405084876
"AF062740_g_at"	12.2994583520781	12.3003829296917	12.3002803281111	12.2997777067983	12.3000823998845	12.3006194024443	12.3004405246709	12.3009172970565	12.3001892094746	12.3000671252991	12.3001391331393	12.2988990712087	12.2994778627077	12.2997036501857	12.2992344094855	12.3000389659137	12.2991242042611	12.3001078764596	12.3001012502891	12.3002699457374
"AF063102_at"	12.2976937029155	12.2984423668428	12.2982121119111	12.2981446553313	12.2978918435068	12.2984757260011	12.298194467364	12.2983338803238	12.2983526706513	12.2982042845599	12.2982958410462	12.2976930789013	12.2974514323766	12.2977008737314	12.2978085808199	12.2981143848047	12.2976769329947	12.298259425393	12.298470774182	12.2982928652535
"AF063103_at"	12.3057741267225	12.3061336492977	12.3061644870896	12.3060804987185	12.3060250344861	12.3061461893283	12.3060456699326	12.3061480486745	12.3061727565977	12.3061483751123	12.3063017929594	12.3057738510655	12.3058626744249	12.3058922205828	12.3060493712415	12.3060773644425	12.3059673600821	12.3062182261017	12.3062260487279	12.3061792906446
"AF063103_g_at"	12.3040636909867	12.3045661196758	12.3047891248383	12.3047222702686	12.3044998641645	12.3048240704094	12.3047764413092	12.3048511578916	12.3048591327867	12.3047970127672	12.3049329297611	12.3042614296251	12.3041365709804	12.3043991758052	12.3045920489608	12.3046950416094	12.3042955914619	12.3048989052563	12.3048960644514	12.3049279809556
"AF063302mRNA#3_s_at"	12.2970391342221	12.2969740783319	12.297987863341	12.2975994128978	12.2974098673689	12.2973347187857	12.297358151469	12.2974090431873	12.2976824455034	12.2977063236966	12.2976873800224	12.2978365565827	12.2977062518339	12.2979408574028	12.2977297070632	12.2969701866015	12.2978699927731	12.2975999891531	12.2974812994189	12.2975018821477
"AF063447_at"	12.3020571339218	12.3022830768113	12.3023926627521	12.3022407223912	12.302040333541	12.3025400338471	12.3023572648081	12.3024334055548	12.3026672500817	12.3026646470703	12.3027225449754	12.3020357566908	12.3025019922012	12.3023295679565	12.3037002047073	12.302477986813	12.3022209217341	12.3024326130687	12.3024675251221	12.3023410777135
"AF063890_s_at"	12.2926895632209	12.2937354277393	12.2933594120592	12.2931846961468	12.2935021943602	12.2937100846503	12.2938608489407	12.2935306218575	12.2940282454637	12.2937478244527	12.2942965026211	12.2941360696006	12.2938241829602	12.2937734094869	12.2934478501448	12.2940217396647	12.2934851705704	12.2938015396767	12.2941273468646	12.2938611571587
"AF064541_s_at"	12.3042420357594	12.3047078535496	12.3046215263956	12.3045989395122	12.3047091531735	12.3047095073314	12.3047640148077	12.3047509983474	12.30469321012	12.3047095640487	12.3046709908506	12.3048482933836	12.304690740316	12.3047050115855	12.3044348958427	12.3046990490409	12.3046645165094	12.3048244459655	12.304776914334	12.3047234288654
"AF064868_at"	12.3005607218094	12.3005299798079	12.3001045406442	12.3006037235672	12.3004767091196	12.3005826178459	12.3006111252288	12.3005659338076	12.3008500042144	12.3005626360238	12.3006164530368	12.3006738294621	12.2999352769267	12.3005416981127	12.300243338025	12.3004778432641	12.3002253780136	12.3006433507269	12.3007994483893	12.3006553803442
"AF065149_s_at"	12.3039353309579	12.3045497363677	12.304129081388	12.3044292653622	12.304362153327	12.3046728004792	12.3047928958821	12.3047381732535	12.3045211782286	12.3043912203229	12.3044967141301	12.3037797690158	12.3035507525377	12.3040226939274	12.3039276664603	12.3044688264802	12.303704331159	12.3047581510567	12.3046676675363	12.3047246078878
"AF065387_at"	12.3087017167667	12.3087188558477	12.3086267288022	12.3087179535203	12.308735589118	12.3087762043352	12.3087425513847	12.308776009335	12.3087162365981	12.3086303931001	12.3086518486704	12.3081377253127	12.307949009556	12.3082680503065	12.3086152073911	12.3088294013163	12.3083109756434	12.3087795562928	12.3088279484659	12.3087870157262
"AF065387_g_at"	12.3081249531133	12.3084994519681	12.3084482104685	12.308324799581	12.308418448374	12.308578540589	12.3085037175854	12.3085047030306	12.3084333236766	12.3083070528964	12.308357167434	12.3078971244797	12.3079124179358	12.3079876163348	12.3083016250998	12.3085748815288	12.3081743007734	12.308546845923	12.3085820890288	12.3085204799877
"AF065438_at"	12.3047368134597	12.3049673969587	12.3049409541278	12.3048941914211	12.3048664848586	12.3049562158851	12.3048572135888	12.3049718235773	12.3050063881124	12.3048853457546	12.304938057402	12.3051733653447	12.3047867241359	12.3048995498681	12.3060903466105	12.3052073516287	12.3052370065231	12.3050954126832	12.3050725537559	12.3050789373332
"AF067790_s_at"	12.2977588676302	12.2981234661467	12.2979344850169	12.2981018920179	12.2980447273966	12.297988388963	12.2980688549849	12.2981228234412	12.2981815699594	12.2982696958081	12.2982586455897	12.2987117076719	12.2984112304482	12.2989583498556	12.2981629641559	12.298119209563	12.2986072919327	12.2980837479797	12.2979881663152	12.2980831830066
"AF067795_at"	12.1833651284065	12.1856554861584	12.1879333518055	12.1855303479924	12.1862851186843	12.1863406911461	12.1864630982824	12.1871780593898	12.1863867653413	12.1840382796432	12.1861390713656	12.1862853455122	12.186230186505	12.1851187887767	12.1855073691406	12.1880522326492	12.1856789924083	12.1876392359073	12.1896290838859	12.1875705618098
"AF067795_g_at"	12.2688831402319	12.2721677565065	12.2717159916672	12.2705313024994	12.2713641611412	12.271731033245	12.2718142507127	12.2715541374402	12.2712534175957	12.2709623050372	12.2712859515269	12.2699011038032	12.2698522480781	12.2700595983128	12.2705584905434	12.273037251872	12.270158877286	12.271551994394	12.2728569029105	12.2724022112375
"AF068136_at"	12.3023200806239	12.3026778667968	12.3027170042059	12.3026661337433	12.3026726114457	12.3029409342512	12.3027714408142	12.3028746612578	12.3028524068718	12.3027822415481	12.3027701040227	12.3027299550586	12.302964032937	12.3026750644383	12.3028016941562	12.3029169136393	12.3028267331073	12.3028130589483	12.3029061057296	12.3028663832662
"AF068202_at"	12.3008955578115	12.3013551282577	12.3015521861136	12.3014724203666	12.3014306913644	12.3016199226448	12.3017796316435	12.3017546592779	12.3016235209426	12.3015125686105	12.3015883067136	12.3011212009856	12.3012612251645	12.3010701239463	12.3013500072545	12.3015365066255	12.3012541507055	12.3017560200499	12.3016911941972	12.3016937439631
"AF068261_s_at"	12.3019608614309	12.3023069785839	12.3022484103662	12.3023235678052	12.3023285018904	12.3023626663644	12.3023959099635	12.3024220238987	12.3024157676509	12.3024058427796	12.3024419287228	12.3020523546869	12.3020583450148	12.3021192464495	12.3021739071714	12.3024415676065	12.3021201544457	12.3023985269377	12.3024078931194	12.3024322581995
"AF068860_s_at"	12.3084649370574	12.3085054710018	12.3084811908546	12.3085313731682	12.3087389529854	12.3084701121495	12.3085434720763	12.3085291188682	12.308506087894	12.3085004103199	12.3084620413863	12.3082030667705	12.3086829834274	12.3083126466528	12.3087084962452	12.3086320974489	12.3081901155494	12.3085406583811	12.3086085938308	12.3085893361093
"AF069525_at"	12.30025441689	12.3007285763491	12.3001093996474	12.3003377532195	12.3004662277247	12.3007626093857	12.3006454970899	12.3006634478371	12.3004000835795	12.3003058757724	12.3004044599494	12.2994683125779	12.2993000905187	12.2997543889851	12.2993152227673	12.3003494598271	12.2990941997704	12.3004211461037	12.3005921080909	12.3006623651798
"AF069775_at"	12.3087639658533	12.3088545404736	12.3088149602099	12.3088690421377	12.3088824743605	12.3088659310634	12.3089608205587	12.3088907041548	12.3089036082584	12.3088901605815	12.3088602943398	12.3085164296934	12.3083720570185	12.3085922332479	12.3088972946713	12.308859619125	12.3085801355096	12.3088909702316	12.3089164980752	12.3088752233823
"AF069782_at"	12.304189777734	12.3047795202321	12.3047410473832	12.3045772041867	12.3045840901053	12.3048502504977	12.3047178192916	12.3048416623908	12.3049854334319	12.3047997943865	12.3048641773932	12.3041032014855	12.3042373379532	12.304434318692	12.304721973019	12.3047482604076	12.3042273660645	12.3047561996057	12.3047726596301	12.3047686237869
"AF071225_at"	12.298316801533	12.2999119414317	12.2999567068715	12.2994740878972	12.2992960923143	12.3000554018442	12.2996839465669	12.3000483217973	12.3000721645898	12.2999072696043	12.3000272687244	12.2993263173323	12.2994208914869	12.2997096357928	12.3011439206847	12.3002971959053	12.3004964265145	12.2998694081474	12.3000618972295	12.3000531695358
"AF072411_g_at"	12.309717222795	12.3099365014537	12.3099475593581	12.3098982942709	12.3099022555902	12.3099221150179	12.309882417817	12.3099448855617	12.3099377790828	12.3099944453913	12.3100148806221	12.3097891452875	12.309873097938	12.3097387697046	12.3103203396325	12.3099432412086	12.3097637461992	12.3100099035279	12.3101344475978	12.30990674679
"AF072935_at"	12.3034906544452	12.3040777283037	12.3041536100485	12.3039832796076	12.3038864302186	12.3041172335829	12.3041201151246	12.3041324264881	12.3041653512036	12.304118452971	12.3042538961653	12.3037799361248	12.3039589636177	12.3039641363589	12.3040113083128	12.3038528365977	12.303795945804	12.3041374220181	12.3042298534613	12.3043000151008
"AF073839_s_at"	12.2184326083818	12.2199285962835	12.2211873188657	12.2200349896578	12.220200663681	12.2202449071532	12.2206387950128	12.2201153075197	12.2203790253862	12.2207319788757	12.2204302019022	12.2203919210458	12.2208159939731	12.2185133854722	12.2212103987902	12.221433555597	12.2202955967455	12.2210738592177	12.2208069835762	12.2214957854847
"AF074482_s_at"	12.3032122278064	12.303359747636	12.3038028903864	12.3037082284349	12.3034183843519	12.3037744215788	12.3036435612542	12.3037424613254	12.3039938341768	12.3040050234172	12.3040689013262	12.3043009986835	12.3043337624725	12.3041049364974	12.3035501128198	12.3035250126978	12.3041352459142	12.3037238913972	12.3038138715237	12.3038287953486
"AF074608mRNA_f_at"	12.2961685986001	12.2973691602086	12.2977575986185	12.2968122233272	12.2973569688142	12.2978588190848	12.2974201687401	12.2974170147548	12.2982101548443	12.2978466502735	12.2983564900508	12.2983182696494	12.2997118482083	12.2983154932693	12.3000329392698	12.2983149278622	12.2991376666589	12.2975730334135	12.2975834575304	12.2977857919951
"AF074609mRNA_f_at"	12.2974273691934	12.298230861183	12.2975834093424	12.2977892919767	12.2980144064604	12.2988148043633	12.2981354097959	12.2983006214949	12.2982832385231	12.2982601296353	12.2986593088052	12.2983963702295	12.2993368570784	12.2988580377803	12.3000275231445	12.2986871324468	12.2988767916622	12.298358896203	12.2984565230984	12.2984405049188
"AF075382_at"	12.309828810162	12.3099733134644	12.309848881397	12.3099751902537	12.310011143417	12.3099732121329	12.3099869258761	12.309991872004	12.3100275657053	12.3099716975361	12.3099791755818	12.3095457723949	12.3093866729568	12.3097436603434	12.3099553597855	12.3100172837421	12.3096294981557	12.3099813131262	12.3100090909265	12.3100064446083
"AF076183_at"	12.2960827105153	12.2968478425988	12.2962307168507	12.2967706671214	12.2968406008724	12.2970379697488	12.2970236702827	12.2970641859392	12.2970003612001	12.2967755951706	12.2968736546012	12.2962467036522	12.2958585423512	12.2964809613368	12.2965539205515	12.2972700089179	12.2960739330264	12.2970851625162	12.2974082010891	12.2971975328022
"AF076183_g_at"	12.2729997258978	12.2729167766347	12.2724269638637	12.2728967325747	12.2729667069389	12.2729097566659	12.2735266193034	12.2729526195479	12.2728038471966	12.2725339408836	12.2728021030515	12.272063407036	12.2726192492837	12.2722778521341	12.2726411579821	12.2731776586432	12.272298882573	12.2731325294398	12.273527237111	12.2730478493635
"AF076619_at"	12.3078612910902	12.3081397154255	12.3082071739996	12.3079756336282	12.308077828114	12.308119145456	12.3080149150087	12.3082528202819	12.3079932662467	12.3079439011541	12.3079935896033	12.307395216763	12.3071911091748	12.3076739183085	12.3077238408959	12.3081683351083	12.3073893212324	12.3082009812216	12.3082043031155	12.308134362433
"AF077354_at"	12.3054867229783	12.3060565736823	12.3057666222642	12.3058388674028	12.3058921016722	12.3061110305867	12.3057912359587	12.3059321573993	12.3059877050949	12.3059008912308	12.3059198030414	12.3053524852566	12.3053275623076	12.3056771383401	12.3056871078776	12.3059173900571	12.3053107210494	12.3058966020114	12.3059463412179	12.305889165309
"AF077354_g_at"	12.2919153824401	12.2937369617561	12.2934085630574	12.2927385948465	12.2932379970941	12.2935853640897	12.2932004974973	12.2933798001819	12.2936751830945	12.2933871856619	12.2932860072723	12.2927245529929	12.2927209356032	12.2930941859206	12.2929059882535	12.2935536606433	12.2927798240674	12.2932791206619	12.2933772519373	12.2933338337016
"AF078779_at"	12.298901866373	12.2999401832546	12.2995636471103	12.2992887741975	12.2993943486512	12.2996441331605	12.2995813670989	12.2996102168461	12.2994268454026	12.2992985075233	12.2994136259385	12.2985019760342	12.2984357356258	12.2986003822048	12.2983430856423	12.2994760173482	12.2985099317792	12.2998177308013	12.2999570286478	12.2996926175757
"AF078779_g_at"	12.3005528576806	12.3013682896499	12.3014103121893	12.3006730473943	12.3007560451521	12.3007721864471	12.3007498318604	12.3007503955047	12.3007655803413	12.3007777611615	12.3007516829991	12.300428129355	12.3002554220603	12.3001243560305	12.3003250915189	12.300859659657	12.3004181258783	12.3008303432378	12.3008499782514	12.3008776567097
"AF079864_at"	12.3028059887381	12.303766553353	12.30346256293	12.3031719597244	12.3031962866552	12.3033719901509	12.3032610894841	12.303272650696	12.3032496720506	12.3032359931169	12.3032559475136	12.3028117970218	12.3024645889038	12.3028021194483	12.3027745613657	12.3032995990909	12.3027021274143	12.3037204696381	12.3035218123961	12.3034521163128
"AF079873_at"	12.3050254905158	12.3053301422338	12.3054643430406	12.3054708268849	12.3052412967764	12.3055156560192	12.305416518098	12.3055135402815	12.3057082657742	12.3055422923841	12.3055472272804	12.3054843466603	12.3055673071904	12.30558839306	12.3055992351978	12.3053761052949	12.3054136350084	12.3055055665416	12.3055476539996	12.3055427966193
"AF080435mRNA_s_at"	12.3037866607545	12.3043877657805	12.3043983428317	12.3042786055974	12.3042011585098	12.3044441091038	12.3041835019588	12.3044986880303	12.3044450521897	12.3044167797759	12.3044242640685	12.3041419835355	12.3043047408937	12.3043240457496	12.3043265719832	12.3044706606177	12.3043230580128	12.3044803447833	12.3043976962657	12.3043976139602
"AF080468_at"	12.3020062199493	12.3028168159063	12.3031121018	12.3026341490221	12.3025176788084	12.3029876633688	12.3027273473398	12.3029195909245	12.3029055119378	12.302929197277	12.302905556257	12.3027637404905	12.3032616261008	12.3027753277803	12.3025922779035	12.3028445594389	12.3028253396735	12.3029201270252	12.3029005653461	12.3029448433227
"AF080468_g_at"	12.2994194582095	12.3003646485086	12.3007407596339	12.3000554112576	12.3000533161058	12.3005482454173	12.3002669351841	12.3004262808677	12.3004786459068	12.3003939496978	12.3004686036999	12.2998189622393	12.3007570833608	12.3001108348362	12.3002775024636	12.3003620278981	12.2999637904969	12.3006311788436	12.3004258992148	12.3006352362475
"AF080568_at"	12.2972686097419	12.2988137915797	12.2989957017807	12.2986754606445	12.2988616836405	12.2990908078442	12.2989348715917	12.2990347664602	12.2991727135111	12.2990899162168	12.2994236255687	12.2984483326407	12.2989058898007	12.2984335461233	12.2988484472527	12.298792811424	12.2983807588211	12.298894429733	12.299114346992	12.2990124465712
"AF081144_s_at"	12.2699675337014	12.2719377071832	12.2727321409968	12.2714448257009	12.2711434842445	12.2719932270635	12.2716707305586	12.271719900547	12.2726692052006	12.2718888500561	12.2722504651054	12.2712398509191	12.2704076027061	12.2707471423592	12.2702860115991	12.2716716967329	12.271440149942	12.2718615848171	12.2725827572569	12.2725188120227
"AF081148_s_at"	12.3066886429636	12.3066628872988	12.3067872225518	12.3068516194205	12.3067269537929	12.3067516296796	12.3068265546289	12.3067734390783	12.3069122521441	12.3069011935991	12.3069901181013	12.3067995799507	12.3064131875815	12.3067005437224	12.306964383025	12.3068041912526	12.3067389690304	12.3067844230452	12.3068000702661	12.306857837913
"AF081196_at"	12.2920596620649	12.2932050135904	12.2925991221536	12.2934526855224	12.2928960661148	12.2939291973479	12.2940250773576	12.2939829308507	12.2938341926698	12.293637761112	12.2941832843828	12.2921995537043	12.2912616527915	12.2927163284916	12.2923217113548	12.2929315685178	12.291800370937	12.2940282230031	12.2937073603651	12.2942661619426
"AF081204_s_at"	12.2981937463073	12.299103488474	12.2989322352912	12.2991849776068	12.2993233387354	12.2993384324428	12.2993031171462	12.2993875793134	12.2997573489448	12.2996646977448	12.2997991688584	12.2993028037749	12.2992925275557	12.2993583396258	12.2998015912956	12.2993414496808	12.2997219965133	12.2994715084136	12.2994021643187	12.2994526122464
"AF081365_s_at"	12.3070374136632	12.307325354025	12.3069456249946	12.3072158447536	12.3072499774568	12.3072625255622	12.3071722596321	12.3073195784175	12.3073409871024	12.3072924387015	12.3074124421429	12.3069898330535	12.3071715048226	12.3074013680447	12.3075308694995	12.3073384303323	12.3074374851147	12.3073872421332	12.3074120775477	12.307293496475
"AF083269_at"	12.3019470731902	12.3019097450655	12.3020543822156	12.302402233463	12.3023228551891	12.3022901558923	12.3024280149112	12.3022660921406	12.3028221209993	12.3025078838909	12.302529653368	12.3025723429831	12.3027180865157	12.3024133877191	12.3069172607363	12.3034428864646	12.303638241059	12.3021077810855	12.3024286903325	12.3024413884787
"AF083269_g_at"	12.3038181744706	12.304166577087	12.3043113501882	12.3041298330331	12.3040660021203	12.3043372677909	12.3040314523991	12.3043480909808	12.304587324728	12.3044299707298	12.3045116725453	12.3049605184282	12.3056713296462	12.3045742958438	12.3078280070692	12.3056072407482	12.3061730585072	12.3042513507049	12.3043064920794	12.3042734477436
"AF083330_at"	12.3019548771281	12.3027699936918	12.3026799919096	12.3028403814125	12.3027053320806	12.3031242356023	12.3031496441886	12.3031512274939	12.3030508828447	12.3029152400861	12.3031300893506	12.3023304542829	12.3020285975722	12.3025288110588	12.3024497406282	12.3030653137597	12.3023935961871	12.3030082216673	12.3031898666326	12.3032468437023
"AF084186_s_at"	12.2660542802627	12.2697163121362	12.270468200576	12.2685481973871	12.2690647884657	12.2696833862803	12.2705312130542	12.2691698403721	12.2695160726478	12.2691154933579	12.2696478320948	12.2682495453568	12.2677232174808	12.2679097979334	12.2668653935697	12.2695623290869	12.26685303641	12.2691684938159	12.2701024043538	12.270465363996
"AF084205_at"	12.3020831222794	12.302832404514	12.3029410910258	12.3028901286804	12.3027627696144	12.3030804526978	12.3029696487492	12.3032168127381	12.3031519560172	12.3030346220664	12.3032098787378	12.3024782026599	12.3024797905315	12.3026938721213	12.30298499039	12.3028548000009	12.302759448666	12.3031106828046	12.3030685018523	12.3031565121658
"AF085693_at"	12.2967603788801	12.297890493465	12.2994137845921	12.2981775017634	12.2984020970285	12.2980397866026	12.2985109192121	12.2979116686752	12.2992739485707	12.2996158033625	12.2986630000698	12.299366499905	12.2988096629014	12.29890153222	12.2985535793534	12.2980893765406	12.2979487105033	12.2979955460906	12.2985988188337	12.2984419152716
"AF085693_g_at"	12.2783516060615	12.2805071034339	12.2836171751754	12.2805422276506	12.2797867603932	12.2812817784336	12.2813533065687	12.2812476405542	12.2821250226432	12.2811693347793	12.2815716662308	12.2821410052763	12.2807335348323	12.2812924539143	12.2802693136023	12.2811927791034	12.2802902116434	12.2811171357385	12.2817476778692	12.2815913780209
"AF086624_s_at"	12.292047947711	12.2933233710412	12.294117602167	12.2928898433052	12.2928697099896	12.2933209021769	12.2934001355798	12.2934103555304	12.2936114488541	12.293367277008	12.2934413403151	12.2928995227276	12.2929995114297	12.2930977717252	12.2929810893087	12.2933558327387	12.2925124038859	12.2933502426228	12.2930299502397	12.2931514787737
"AF086758_g_at"	12.306228082752	12.3063120025472	12.3063349223273	12.3064317654164	12.3062779105601	12.3064641273724	12.306397251337	12.3065081989585	12.306489759146	12.3064333656217	12.3064867226129	12.3060805772972	12.305911466857	12.3062368763324	12.3064517843534	12.3063198474234	12.3060783123837	12.3064722915463	12.3064758509889	12.3065174395956
"AF087037_at"	12.3068700266465	12.3070869340928	12.307248516855	12.3070273934144	12.3069114638907	12.3070695414178	12.3070742970335	12.3070984134724	12.3071262807706	12.3070950688598	12.3070801847518	12.3067097444277	12.3069798007533	12.307082983724	12.30702047809	12.3070473868351	12.3067429658464	12.307039713955	12.3071228038687	12.3070287148582
