"JMR-RatInj30m-5aA-s2"	"JMR-RatInj30m-1aA-s2"	"JMR-RatInj30m-3aA-s2"	"JMR-RatInj30m-4aA-s2"	"JMR-RatInj30m-2aA-s2"	"JMR-RatInj4h-2bA-s2"	"JMR-RatInj4h-3bA-s2"	"JMR-RatInj4h-1bA-s2"	"JMR-RatInj8h-1aA-s2"	"JMR-RatInj8h-2aA-s2"	"JMR-RatInj8h-3aA-s2"	"JMR-RatInj24hf-2aA-s2"	"JMR-RatInj24hf-3aA-s2"	"JMR-RatInj24hf-1aA-s2"	"JMR-RatInj72h-3aA-s2"	"JMR-RatInj72h-1aA-s2"	"JMR-RatInj72h-2aA-s2"	"JMR-RatInj21d-1bA-s2"	"JMR-RatInj21d-2aA-s2"	"JMR-RatInj21d-3aA-s2"
"rc_AA875431_at"	12.2878037826566	12.2884895919881	12.290387829218	12.288723471334	12.2885684452933	12.2892296187779	12.2890990838445	12.2891920990432	12.2891788431675	12.2893576999854	12.289336450944	12.2887719385101	12.2884876639544	12.2886737103773	12.2892925512429	12.2892285493685	12.2889777575826	12.2894240541692	12.2894789255968	12.2893182797609
"rc_AA875438_at"	12.3009307195923	12.301986786739	12.3019000865051	12.3015972116034	12.3017091145202	12.3024909842959	12.3021196914887	12.3021200650531	12.3022647212102	12.3019529012709	12.302134163396	12.3017912962724	12.3013001288195	12.3021105571538	12.3016139371346	12.302080636487	12.3014677498036	12.3020448671678	12.3022937459071	12.3023210059435
"rc_AA875444_at"	12.3089096016111	12.3095781241757	12.3098665213251	12.3090882070614	12.3093223925641	12.309164558865	12.3090521200994	12.3090632226992	12.3092677708163	12.3092185032211	12.3093821151376	12.3096261517505	12.3087262013808	12.3095718273263	12.3091796760281	12.3088907490981	12.3089040789902	12.3091397751528	12.3092000152449	12.3091923805988
"rc_AA875455_at"	12.3053189455151	12.3058155619972	12.3053757526425	12.3053377373222	12.3058350474337	12.3057117935087	12.3057089716842	12.3056408191516	12.3055028092308	12.3053544986667	12.3054825615449	12.3051704680867	12.3049966709631	12.3054233109542	12.3051058113546	12.3055231652387	12.3050464883323	12.3056287993938	12.3057299919897	12.3057192568472
"rc_AA875470_at"	12.2797460566009	12.2802083651963	12.2798418357022	12.2800800254669	12.2801930220679	12.2805865962807	12.2808042181584	12.2804190366367	12.2801890629997	12.2800765176601	12.2801401387479	12.2795025041048	12.2789658098664	12.2794617557864	12.2794524945585	12.2797859799979	12.2791026067775	12.281076883404	12.2815781304243	12.281164977535
"rc_AA875470_g_at"	12.2972025650291	12.2985705093673	12.2982050049112	12.2983761107447	12.2984549255735	12.2989299411149	12.2987374385485	12.2987661329274	12.298680505961	12.2985151373683	12.2986397322391	12.2980562743539	12.2973612315111	12.2981095387986	12.298078053794	12.2983818808949	12.2978035861147	12.2988930869979	12.2989857095375	12.2992121775821
"rc_AA875495_at"	12.2964281461674	12.2976561282415	12.2972049527596	12.2968682802252	12.2973512822145	12.2978556036473	12.2974317004763	12.297320362851	12.2970343378757	12.2970440284829	12.2970304594566	12.2962063762297	12.2960577278361	12.2962696470232	12.2962886105845	12.297357166873	12.2962122837672	12.2975348425261	12.2973327561235	12.2977280570327
"rc_AA875496_at"	12.3034802434782	12.3041212453445	12.303779754754	12.3037662796582	12.3038708830485	12.3040637485618	12.3038048423575	12.3041323215081	12.3037878007493	12.3037535600345	12.30384249651	12.3037910148099	12.3035917453635	12.3037312226219	12.3034330425062	12.3037462218037	12.3035124286943	12.3041699086201	12.3040045960713	12.3040726121447
"rc_AA875500_at"	12.3072307457456	12.3074871252363	12.3070992603289	12.3071068797588	12.307234585308	12.3072483143156	12.3072076593786	12.3073369643273	12.3071324957558	12.3070761458629	12.307157177098	12.3066909086752	12.3064666525275	12.3069165783502	12.3067590051963	12.3070604383714	12.3066461112256	12.3071535373829	12.307188357299	12.3072531053394
"rc_AA875506_at"	12.3029973333601	12.303201813342	12.3025026442103	12.3021579693323	12.3023280810369	12.3025611983575	12.3022854813741	12.3024442054236	12.3023698986779	12.3023180879873	12.3023739085338	12.3023365728605	12.3022147948925	12.302295337706	12.3018958417224	12.3019011539121	12.3020039946537	12.3022775462563	12.3023656023525	12.3023798728453
"rc_AA875511_at"	12.2979458929292	12.2981929785205	12.2980911918849	12.2981277652862	12.2981610227281	12.2981417641022	12.298177614804	12.2981717647498	12.2980857349601	12.2981680535413	12.2981649673932	12.2979320675658	12.2974949116684	12.2979560085071	12.2978032740222	12.2981467119947	12.2977661351029	12.29805741276	12.2980819741312	12.2981495185795
"rc_AA875523_i_at"	12.2834389411759	12.2863432715532	12.2864715506857	12.2852068953736	12.2865396017656	12.2866766188022	12.2862962500931	12.2865512507067	12.2866675117515	12.2869022461431	12.2864720940705	12.2855412266164	12.2849117732544	12.285877651039	12.2867772175412	12.2873385181449	12.2857621651948	12.2857951767264	12.2866977043834	12.2867776584968
"rc_AA875523_r_at"	12.2981406462258	12.2994418968214	12.2993167012397	12.2991742777628	12.2996001691009	12.2997193417586	12.2996022819889	12.299637988964	12.2998217981495	12.3001150815771	12.2997027888541	12.2991350565326	12.2985475812097	12.2995390339648	12.2996056181119	12.2999369420809	12.2994506800779	12.299416053377	12.299667340883	12.2996894784455
"rc_AA875523_s_at"	12.1577648082588	12.1612854783678	12.1612454679992	12.1567752626339	12.1613235680522	12.1632275445152	12.1613841748851	12.1620849392414	12.1608971819011	12.1623677987605	12.1608797765762	12.1612577644813	12.1612717179053	12.1613561256484	12.1634546580011	12.163974980597	12.161459504621	12.1608987166669	12.1615875669495	12.1614968562478
"rc_AA875527_at"	12.3087447839102	12.3088697685784	12.3088035273546	12.3088352923133	12.3087950805638	12.3088803675718	12.308801958757	12.3088917178988	12.3088815946253	12.3089108291255	12.3088844755736	12.3086434058045	12.3084746287405	12.3087111319875	12.3087266309782	12.3087864027921	12.3086738720833	12.308879631994	12.3088959726519	12.3089086453972
"rc_AA875531_s_at"	12.3044530607325	12.3037755069916	12.3037063049081	12.3038015002407	12.3036404684906	12.3036340081782	12.303534217323	12.3036819354474	12.3036789844015	12.3036229245972	12.3035672349377	12.3036015970032	12.305750955881	12.3038407338352	12.304930112477	12.3041560384717	12.3044859419805	12.3037273967472	12.3039658546071	12.3040425610107
"rc_AA875537_at"	12.2799048276089	12.2818655642583	12.2815274498014	12.2799892677446	12.280672571017	12.2828112430823	12.28113370614	12.2816566912283	12.2813288618759	12.281200167434	12.281569682041	12.2807484136748	12.2823806739901	12.2812446353987	12.2811372947679	12.2811803180989	12.2809268103877	12.2813127134777	12.28118893014	12.2813735214558
"rc_AA875552_at"	12.2922571552708	12.2929523589501	12.2933615136025	12.2926672294813	12.2925153893135	12.2929486704262	12.2925787546179	12.2931022837078	12.2929106978753	12.2932993472433	12.2930392964594	12.2936575338806	12.2932486098443	12.2932997297003	12.2926138842579	12.2926672261756	12.2933559521652	12.2929215486577	12.2928093774812	12.292899543953
"rc_AA875559_at"	12.3096324652538	12.3097610055196	12.3097793678522	12.3096781883415	12.3095831282669	12.3097579272873	12.3095578701614	12.3097122650644	12.3097371332644	12.3097658864077	12.3097389624586	12.3094296052755	12.3093603163323	12.3095424335765	12.309464494581	12.3095355157485	12.3094745053467	12.3096937245882	12.3096942566488	12.3096940236646
"rc_AA875563_at"	12.2988728597445	12.2992468959811	12.2992137322722	12.2991886580224	12.299227094353	12.2992582219798	12.2992326696955	12.2992728981543	12.2991941451792	12.2992622377933	12.2992413650605	12.2993113121503	12.2997340443232	12.2995643198898	12.2992367062521	12.2990458954136	12.2992831820842	12.2992715521534	12.2992715174431	12.2992405222089
"rc_AA875577_at"	12.2938448148562	12.2956609837798	12.2957610530492	12.2948405255974	12.2948437318799	12.2952160090265	12.2952193553458	12.295188205593	12.2951225327533	12.2951435503844	12.2950382726277	12.2942799557984	12.2936896911589	12.2944251836055	12.2940046292131	12.2950414410087	12.2939816889541	12.2954800707159	12.2954916615247	12.2958568782153
"rc_AA875594_s_at"	12.2587903825003	12.2620314733161	12.2618036805702	12.2613358215178	12.2616393262166	12.2626922783986	12.2636837401305	12.2635623652918	12.2624349090774	12.262106369757	12.2624206720207	12.260349766672	12.2618391990085	12.2599702834519	12.262376206113	12.2631316305952	12.2603725110657	12.2623496213301	12.2639010268514	12.2636411737321
"rc_AA875598_at"	12.3010502479315	12.3011430123714	12.3016614198856	12.3014645941408	12.3012433627052	12.3015254762732	12.301409358236	12.3015035955771	12.3015361633709	12.3016105755572	12.3015520679639	12.3011139497406	12.3010249043739	12.3013159283655	12.3012721565329	12.3013341043318	12.3012175998388	12.3015211010823	12.3015355974019	12.3015245616161
"rc_AA875615_at"	12.3086846039041	12.3088348257652	12.3088248691626	12.3087559527019	12.3087149013704	12.3088660543118	12.3087524257164	12.3088340119373	12.3088574466897	12.3088007831854	12.3088689437488	12.3085837749665	12.3083951128757	12.3088352067364	12.3088034204827	12.3087716162508	12.3085587845159	12.3088356706006	12.3088225344923	12.3088228546232
"rc_AA875617_at"	12.3070574442472	12.3073288200525	12.3072141575708	12.3072170785989	12.3072220828345	12.3073312891103	12.3072484693256	12.307337364835	12.307277857846	12.307272334525	12.3073070587711	12.307517557227	12.3069700565156	12.3073988756752	12.3071802593355	12.3071517926759	12.3072223463791	12.3073534299254	12.3073241803281	12.3072964198711
"rc_AA875620_at"	12.3044134023978	12.3052684876671	12.305119792839	12.3048534004811	12.3050862184509	12.3053910332043	12.3051927039745	12.3053250276497	12.3051841922352	12.3051116633619	12.3051574986852	12.3044686942847	12.3053619183756	12.3051737791516	12.3048505180749	12.3051584433294	12.304692106498	12.3050600193679	12.3051084505746	12.305156187998
"rc_AA875620_g_at"	12.2982597851022	12.2986898518733	12.2977194124956	12.2979530094274	12.2986361213853	12.2988880865227	12.2989642831441	12.2990015906181	12.2986054146182	12.2983984705197	12.2984987053939	12.2978685589724	12.2988755429744	12.2992377831216	12.2980288247674	12.2989677467049	12.2980916663685	12.2985384929847	12.2986560418791	12.2985445510973
"rc_AA875630_at"	12.3023096743371	12.3032680438667	12.3029807472199	12.3027041020379	12.3028181196772	12.303237351206	12.3030508532788	12.3031334570984	12.3028932643577	12.3027696698739	12.3029008297492	12.3020974317299	12.3020145736618	12.3025767683971	12.3023326708811	12.3031901633405	12.3021413402132	12.3031494228817	12.3030714362489	12.3031917155859
"rc_AA875633_at"	12.300728340106	12.3005701889172	12.3004675714005	12.3006301468045	12.3006023160664	12.3008546235284	12.3005732042513	12.3007899004829	12.3008068976281	12.3006479504762	12.3007864735108	12.300588392968	12.301035599115	12.3014445101589	12.301639876541	12.3011007862311	12.3013224957103	12.3007977969801	12.3009296618351	12.3010453534071
"rc_AA875639_at"	12.3043090279653	12.3046520012022	12.3047652705119	12.304699103899	12.3048222981131	12.3048170214485	12.3048128574014	12.3048869027817	12.3048537872241	12.3048120324034	12.3048372039947	12.3043196825842	12.3044189026271	12.3044670667537	12.3049679168999	12.3047832010806	12.3045959444181	12.3048826775689	12.3049832206226	12.3048623154747
"rc_AA875654_at"	12.3020175171269	12.3029640629557	12.302777281561	12.3024780129513	12.3026543751869	12.3029671315588	12.3028021749855	12.3028876766168	12.3025970652786	12.3025886884965	12.3026566276574	12.3021686807548	12.3021537365253	12.3023299871514	12.3023599680941	12.3027410222351	12.3022536764367	12.3030802345534	12.3027758488118	12.3030169943618
"rc_AA875659_s_at"	12.2781675704859	12.2791172744406	12.2777872019887	12.2781904814387	12.2783010081108	12.2797915656479	12.2802433176721	12.2795023227315	12.2785479127783	12.2780227742761	12.278004976523	12.2782136863239	12.2763137512593	12.2779789277277	12.2762419552493	12.2782342911189	12.276266372114	12.2785199210307	12.2790964632001	12.2791418976463
"rc_AA875661_at"	12.3042523954252	12.3046591451427	12.3046709958393	12.3045303459116	12.3045287807332	12.3049456481734	12.304588729458	12.3047371775493	12.3046978089708	12.3045926007812	12.3046325508436	12.3043674353412	12.3042700224627	12.3046995413255	12.3040447920832	12.3046395620243	12.3041067780498	12.3047019851957	12.3047665121143	12.304871165002
"rc_AA891035_at"	12.2842878811406	12.2862362191467	12.2872258105351	12.2847908867084	12.2858865378391	12.2862583408075	12.2858590204897	12.2859366615174	12.2856834821808	12.2857369462442	12.2858026481037	12.2850536500418	12.2858757089547	12.2855194209258	12.2847602150877	12.2860891178764	12.2847102613178	12.2860753391291	12.2861740990328	12.2864414135335
"rc_AA891037_at"	12.3020828153388	12.3023013102676	12.3024697401457	12.3024002314837	12.3027031997683	12.3025770000332	12.3026458275323	12.3025170278067	12.3026644235611	12.3027070277993	12.302686763812	12.3024992171124	12.3025717683643	12.3027337465449	12.3028935151912	12.302642899448	12.3028073302655	12.3025300034497	12.3026100545955	12.3025747409618
"rc_AA891041_at"	12.293008220012	12.2930159880078	12.3001703580506	12.2940387102444	12.2927530283152	12.2934650676593	12.296506457682	12.2935009058082	12.293021182857	12.2930311640586	12.292936772408	12.2923848769183	12.2951126146688	12.2928020359822	12.2924256313531	12.2928423171305	12.2921365401639	12.2926546063959	12.2923266143895	12.2921345699716
"rc_AA891049_at"	12.2949661516312	12.2956523549613	12.2976273101614	12.2956922528643	12.2960012888428	12.2966871756427	12.2965731258509	12.2962973090298	12.296228142068	12.2967096873162	12.2962290172156	12.2952030539477	12.2955850157085	12.2953920003925	12.2953393625081	12.2961205695138	12.2951919955291	12.2964246325417	12.2962701508284	12.296617325984
"rc_AA891054_at"	12.3040240225477	12.3042702780672	12.3044497338394	12.3038747996359	12.3043727152814	12.3050571505401	12.3045080488942	12.3047891720744	12.3045616491549	12.3043879803748	12.3044242881259	12.3043414313118	12.3043965180268	12.3053091966886	12.3049741269843	12.3044485959214	12.3042412476448	12.3043437536553	12.3044817180957	12.3044191899265
"rc_AA891068_f_at"	12.2659905801712	12.268123079942	12.2679257374596	12.2660597687002	12.2675137365479	12.2685630840531	12.2692572462951	12.2680877164502	12.2676449823813	12.2667651823896	12.2673063046777	12.2660611308266	12.266050524958	12.26590622908	12.2656367442969	12.2677003692656	12.2666343134375	12.2680160289645	12.2681733928295	12.2684663820617
"rc_AA891069_at"	12.2980494463962	12.2989299256025	12.2983330848044	12.2985286195633	12.2984916341252	12.298893999038	12.2988774933516	12.2989528524795	12.2986448028415	12.2984920621343	12.2985552508578	12.2977713038299	12.2973607910465	12.2979854589896	12.2978060165381	12.298389755798	12.2977255933147	12.2988482003412	12.2988700549977	12.299041587138
"rc_AA891107_at"	12.3008322672538	12.3017292293258	12.3011928071594	12.3014435365371	12.3015165984414	12.3017854170102	12.3018429883614	12.3018249100439	12.3015486836404	12.3014744609373	12.3015528455224	12.3010697145965	12.3004298717287	12.3013290550904	12.3010419121158	12.3014743505489	12.3009365556537	12.3017409933087	12.3016947683697	12.3018158959301
"rc_AA891108_at"	12.3064693052496	12.3070803667288	12.3065995432593	12.306613323963	12.3065796771889	12.3067637351956	12.3066432035992	12.3067408194382	12.3066608121571	12.3065795422013	12.306631156738	12.3061771879729	12.3059628457445	12.3063831689061	12.3061828939442	12.3065646887968	12.306190935771	12.3067892255229	12.3066845150057	12.3068838959288
"rc_AA891132_s_at"	12.3059751374963	12.3064475395396	12.3063930498393	12.3062794680137	12.3062038259515	12.3066618331331	12.3063111757099	12.3065186691494	12.3063487314785	12.3062457748049	12.3063974660137	12.3058080525546	12.3057988378233	12.3060646527786	12.3057459774845	12.3062098317634	12.305638128931	12.306412302964	12.3064838943769	12.3066171310143
"rc_AA891161_at"	12.3048222786105	12.3052377049049	12.3050106950435	12.3049301193581	12.3050806166202	12.3051182240261	12.3050425793764	12.3050457475952	12.3049058676297	12.3049191145514	12.3050141691066	12.304706932029	12.3044441740829	12.3047940011869	12.3044211272811	12.3050033974506	12.3045563557995	12.3050299892084	12.3050469821599	12.3052043754645
"rc_AA891171_s_at"	12.2799440060106	12.2821703264319	12.2820771587107	12.2801503062492	12.2814880791053	12.282290242158	12.2816275720305	12.2819813239663	12.2810574817994	12.2810950773358	12.28117457219	12.2802142792267	12.2803218647932	12.2802875768916	12.2806603000381	12.281568558565	12.280186122264	12.2813413078345	12.2813899888631	12.281883813063
"rc_AA891194_s_at"	12.2924685328211	12.2946256176055	12.2935236677257	12.2929090068437	12.2934118501592	12.2939358643235	12.2934476648072	12.2940280960365	12.2932739184695	12.2931846822882	12.2931843910981	12.292731360896	12.2926008563291	12.2925485205355	12.2917990521766	12.2931841191037	12.2920211097561	12.2932637729988	12.2934952020013	12.2938305591025
"rc_AA891204_s_at"	12.302659656937	12.3033362696837	12.3033917624381	12.3031094057617	12.3030373117686	12.3034274539386	12.3030127653034	12.3035049531336	12.3032211885256	12.3031943225226	12.3032037541798	12.3033742289656	12.3034540748496	12.3033079822886	12.3035470123652	12.3031656099502	12.3034731751191	12.3034848337638	12.3038056185045	12.3037500708447
"rc_AA891207_at"	12.2807343088795	12.2839603787517	12.2838015726235	12.2818140677172	12.2826433961329	12.2836501248587	12.2826326858404	12.2830769817981	12.2826020643192	12.2826563133756	12.2827815835181	12.281865742356	12.2817200619145	12.2823446289055	12.2819881625453	12.2831593009688	12.2821795493452	12.2829393354428	12.2831270835805	12.2841560949423
"rc_AA891209_at"	12.2994663063398	12.2997734960457	12.3000112978728	12.2996973788496	12.2996323406903	12.3000452556541	12.2999626111188	12.3000171739907	12.29988826633	12.2999471760604	12.299888882954	12.2997380354656	12.2991130693935	12.2996626984778	12.2999155015228	12.2999480364606	12.2996393582486	12.2998395568293	12.3000108428126	12.3002044854528
"rc_AA891220_at"	12.3041449938956	12.3046953709177	12.3049557616274	12.304249775492	12.304246438001	12.3046280548046	12.3042261092588	12.3045400636592	12.3043590678338	12.3043779173148	12.3044235347185	12.3037282071263	12.3045310117235	12.3041489527973	12.3037589418678	12.3041554492337	12.3039656744271	12.3043436254724	12.304369612202	12.3044711464107
"rc_AA891221_at"	12.2870739022524	12.287591429051	12.2878298210361	12.2867584823261	12.2873291396793	12.2876588320127	12.2872941409212	12.2875691611638	12.2875632045624	12.2876783214352	12.2875676645035	12.2877797941583	12.2878143549869	12.2875258367294	12.2873657926057	12.2874883621091	12.287962511639	12.287348506693	12.2873305188737	12.2876026338507
"rc_AA891222_at"	12.3084517632438	12.3088068314222	12.3089172758061	12.3085849568555	12.3086437226814	12.3088686833606	12.3085964812137	12.3088280599493	12.3087889477197	12.3087857729419	12.3088055147295	12.3085517031716	12.3088342235683	12.3085717124743	12.3088008601273	12.3087459211456	12.3088041621851	12.3087489716539	12.308812729182	12.3088287452693
"rc_AA891226_s_at"	12.2783434329085	12.2814322530143	12.2818351785645	12.279858275385	12.280418644214	12.2813641966651	12.2809924313789	12.2809611374203	12.2808117985334	12.2811715206401	12.2805164386671	12.2797661936951	12.2794866001179	12.2801506345708	12.2803026375414	12.2809980252333	12.2794954002842	12.2806779969998	12.2815605558106	12.2815228646893
"rc_AA891260_at"	12.3004675721875	12.3009052201223	12.3007715052919	12.3005324321704	12.3005738862968	12.3005946750681	12.3005937878517	12.3006816855727	12.3006378451878	12.3007560825715	12.300782803404	12.3009913045381	12.300926244369	12.3010811243954	12.3002783480829	12.3005342786075	12.3008614581009	12.3008214257608	12.3007020382659	12.3006719208403
"rc_AA891286_at"	12.2902276136804	12.290632636606	12.2921634315159	12.2908177046247	12.2904919331699	12.2925777278501	12.2922829490559	12.2915064110553	12.2924961204011	12.292236234758	12.2922149979067	12.2910177394176	12.2952493855649	12.2928207693041	12.2919839932365	12.2915161816147	12.2911134339929	12.2915614914153	12.2915968201445	12.2916457680388
"rc_AA891308_at"	12.3027094914011	12.302996183596	12.3025444742584	12.3027591987756	12.3029335438684	12.3028405613119	12.3028323227171	12.3028564790007	12.3027130230596	12.3027111564578	12.3028001635685	12.3027546488324	12.3023749559577	12.3029395275492	12.3025406347683	12.3028025633518	12.302648184016	12.3029552737592	12.3029077638733	12.3029932286536
"rc_AA891311_at"	12.3092158388644	12.3093053076659	12.3091012665134	12.3092590863121	12.3092230554607	12.309372303536	12.3092641245756	12.3093360055679	12.3092738138221	12.309213828928	12.3092655200656	12.3089462111448	12.3086438690025	12.3090980254382	12.3090499570954	12.3092712398106	12.3089698095963	12.3093185648588	12.309336661533	12.3093735296985
"rc_AA891314_at"	12.2825849767451	12.2843388658711	12.284395910664	12.2838330322469	12.2842723197121	12.2850070186859	12.2844628775801	12.2844579531117	12.2842815432681	12.2842272620437	12.284190581723	12.2848492069405	12.2835023185001	12.284644694185	12.2838478071933	12.2848372832137	12.2836971639248	12.2850136814371	12.2846610983776	12.2851870678123
"rc_AA891322_at"	12.3042648616201	12.3044736920909	12.3043293466965	12.3042660328505	12.3045104991092	12.3044700244111	12.3046028808493	12.3044254233464	12.3043225220874	12.3042823059541	12.3043488260044	12.304277806231	12.3040018787871	12.3043701621916	12.3041881076954	12.3044170043541	12.3038703987502	12.3044948672671	12.3044652873255	12.3046400531431
"rc_AA891322_g_at"	12.2154985935559	12.2162277699062	12.2157268204861	12.2152643285267	12.2165083263501	12.2161679268291	12.2164329383606	12.2156659398284	12.214677951265	12.2142115174829	12.2149319448253	12.2156314720843	12.215876100632	12.2161897964126	12.2145995632672	12.2163038717296	12.2144740460032	12.2163986874002	12.2161713025973	12.2176310186871
"rc_AA891396_at"	12.307618386119	12.3078544463802	12.3077180711884	12.3076852434448	12.3076568819411	12.3077550948676	12.3076752443541	12.3077136230909	12.3076852810639	12.3076589705805	12.3076880019836	12.3072257830729	12.3071947676929	12.3074018792688	12.3073153942727	12.3076178335837	12.3073879081107	12.3076877162603	12.3077520974031	12.3077740153336
"rc_AA891422_at"	12.2919127098901	12.2941443661806	12.2936952989565	12.293039540142	12.2934895457979	12.2947422899782	12.2937527638386	12.2941729309663	12.2935500281387	12.2936607049032	12.2935134533681	12.2925747402562	12.2930964913882	12.2929484456867	12.2926479411652	12.2935359970281	12.2924349197843	12.2934200157962	12.2936083537874	12.293805276671
"rc_AA891441_s_at"	12.226346375398	12.2223600971482	12.2252255641811	12.2250506756339	12.2226996771654	12.2232626828286	12.2228789785547	12.2228081955856	12.22320097935	12.2239545706228	12.2233860577819	12.2236671970549	12.2232973553969	12.2229271002479	12.2220238289286	12.2230743428729	12.2221714397778	12.2224285923222	12.2225650646407	12.2231288650292
"rc_AA891445_at"	12.3041255233736	12.3048242076232	12.3048848944259	12.3046625942214	12.304790405409	12.3049604870664	12.3050073998468	12.3049271913697	12.304873466365	12.3048564551792	12.3049147553933	12.3045541995471	12.3043357830695	12.3045581709313	12.3047441494638	12.3047928725524	12.3044706182505	12.3048308390258	12.3048638060735	12.3050579875262
"rc_AA891476_at"	12.277188295194	12.279822300878	12.2778921280191	12.2767559902888	12.277920243091	12.2783479850212	12.277984416124	12.2778536690006	12.2769122218266	12.2774634638687	12.2774303613506	12.275323667511	12.2733519253782	12.2757879411178	12.2745309113158	12.277736420325	12.2740887888227	12.2782410905982	12.2777554024333	12.2790928081808
"rc_AA891499_at"	12.305980113902	12.3057105465267	12.3059019689126	12.3055878203481	12.3057506058518	12.3056911689334	12.3060211815113	12.3057391284742	12.3058451694933	12.3059542983528	12.3058664539534	12.3057299608514	12.3056072118432	12.3057071781935	12.3059314594767	12.3056221870862	12.305702151883	12.3057466263923	12.3057501591311	12.3057889439021
"rc_AA891521_at"	12.3085369017116	12.3087374966663	12.3087135147836	12.3085518692548	12.3084986664179	12.3086034423607	12.3085243642378	12.3085977342576	12.3085881529005	12.3086316416155	12.3086013366784	12.3080944285316	12.3078846688451	12.3082284906045	12.308177841329	12.3084507416672	12.3081686654341	12.3086768172076	12.3086242778482	12.3086498321797
"rc_AA891527_at"	12.2959047039402	12.2970132117622	12.2970419981421	12.2962863422142	12.2962234619225	12.2971030081641	12.2976837346847	12.2972856818636	12.2963487724897	12.2961634334008	12.2962672292746	12.2962380885178	12.2958636307667	12.2961268096266	12.295534558773	12.2964690255856	12.2955910482288	12.2966073125622	12.2966438119503	12.2969524681474
"rc_AA891535_at"	12.2972955709362	12.2981025470116	12.2983135169306	12.2976981507814	12.2978247536269	12.2986073042721	12.298371391035	12.298433526707	12.2982334232408	12.2981977571056	12.2981987766725	12.2975494194773	12.2976725026302	12.2978483965282	12.2973956426368	12.2981599954556	12.2970930119155	12.2983759610192	12.2983818603796	12.2984605101787
"rc_AA891537_at"	12.2995452723497	12.3000590574207	12.3004439001186	12.2999468899073	12.2997503129795	12.3003929034051	12.3002609692521	12.3002564995261	12.3004413535698	12.3004762764597	12.3004065270974	12.3001437794982	12.3001618736869	12.3013807359321	12.2999749531717	12.3003468638748	12.3002106193715	12.3003059262866	12.3003672863863	12.3003862546758
"rc_AA891542_at"	12.2946315637674	12.2946775052862	12.2955143794416	12.2952336498644	12.2946353311415	12.2954110224158	12.295580281605	12.2952047464753	12.2953139833479	12.295396700744	12.2953048629883	12.2964460779282	12.2956610476054	12.295650281552	12.2946854095824	12.2949201214679	12.2956065443846	12.2952856854629	12.2952774008557	12.2952572854292
"rc_AA891546_at"	12.306493004837	12.3063055270311	12.3068263118648	12.3066093326683	12.3064715011098	12.3066505664141	12.3066175495242	12.3065344527764	12.3066759169532	12.3067852149429	12.3067161584506	12.3063568999878	12.3062389799926	12.3065027002669	12.3066724063847	12.3065805836407	12.3065607591691	12.3066236941826	12.3066664509999	12.3066414712478
"rc_AA891553_at"	12.2930264971247	12.2951260788681	12.294714121858	12.2939418896904	12.2946882596872	12.2953828196664	12.295254698174	12.2952434067632	12.2953240560062	12.2949783035256	12.2952664867848	12.2944863550184	12.2947385192533	12.295345344871	12.2956737803933	12.2952860352809	12.2946230495566	12.2950551688423	12.2953745369721	12.2953236100496
"rc_AA891580_at"	12.3019935835759	12.30310770636	12.3022938522568	12.3021984742961	12.3024820678453	12.3026777458238	12.3025753723901	12.3025437820654	12.3022798003763	12.3022670734545	12.3023413872662	12.301632461211	12.3014771428495	12.3019951390063	12.3017619388278	12.3025586799859	12.3015246224446	12.3026358649328	12.3024857097044	12.3027070193243
"rc_AA891595_at"	12.306279679756	12.3066656187987	12.3062994792316	12.3065736336404	12.306426179648	12.3068323002217	12.3067041819043	12.3067953164472	12.3065746313131	12.3065237768226	12.30660898426	12.305833579791	12.3057143100357	12.3061453119172	12.3059627327447	12.3063709926287	12.3058561407478	12.3066666983932	12.3066814067873	12.3068160362387
"rc_AA891596_at"	12.309963721243	12.3101281686273	12.3100145686464	12.3100532528434	12.3099535609703	12.3100951614745	12.3098881008193	12.3100829327149	12.3100156882033	12.3099746270051	12.3099997733752	12.3095472250932	12.3093513900395	12.3097299927285	12.3095681778796	12.3098853982751	12.3096401686596	12.3100626703528	12.3100734101265	12.3100883931755
"rc_AA891631_at"	12.3016870964562	12.3025979555453	12.3025087453329	12.3021796527449	12.3023958734452	12.3026622612707	12.3025935910112	12.3025470609931	12.3023952226397	12.3023966708789	12.3024843593974	12.3020500097103	12.3016031937207	12.3022898154754	12.3017767465182	12.3024425479699	12.3019506921533	12.3025111199745	12.3025220325351	12.3026220879929
"rc_AA891633_f_at"	12.31033314107	12.3104487023813	12.3103856335464	12.3104144635324	12.3104274356871	12.3104588773791	12.3103813429334	12.3104575124716	12.3104328392063	12.3104367920251	12.3104269221705	12.3100983760705	12.309982756092	12.3102594912089	12.310243519328	12.3103485654084	12.3102678331202	12.3104527167722	12.310463284048	12.3104551586339
"rc_AA891634_at"	12.302238545901	12.3036939150085	12.3030653532401	12.3024305266121	12.3029782361722	12.3031333985022	12.3029512021853	12.3029224207014	12.3025278461007	12.3025016113337	12.3025989550698	12.3019890780768	12.3020378305167	12.3021591082542	12.3017100012873	12.3024130882507	12.3015487540256	12.3027270352535	12.302672219848	12.302905864223
