	T504a	T05a	T05b	T504b	C05a	C05b	T05c	C05c	C504a	C0b	C504b	C05d	C0c	T05d
AA848563_s_at	9.69535564386154	9.98940637674098	9.93287968992017	9.87126142031086	9.81009871535162	9.3293233839541	9.64943532538426	9.13491293066268	9.73459424152186	9.64510301973425	9.69865450303934	8.82133390215066	9.92416173227275	9.82179579810898
AA850219_at	8.96280520554657	9.0498343431267	8.88794676057088	9.00230749985222	8.91896855859455	8.85667887668586	8.94183003131734	8.9985456984888	8.81457633168659	8.91480707431141	9.1443567338885	8.61587702362236	8.83857843312814	8.76983916842433
AA859934_at	9.11481564468303	8.51386220683837	9.79966513220306	9.16735874996612	9.49981303290541	8.25404432400646	9.35098498157589	8.63961980573871	9.29736621140765	8.86818424410361	9.33285649004051	8.917183344527	9.22182840011153	8.95423324179371
AA875509_at	8.22393446535318	7.74741955545687	8.58049889005463	8.23776869702768	8.65428356822565	7.25814376464696	8.43477771771939	7.85784820142299	8.36378958811048	8.04571313674948	8.10072543215553	7.84868166187368	8.08379288113493	8.15760948310534
AA933181_at	10.0851987484892	9.40427705359681	10.1752697871459	9.79832729040748	10.0380859298364	8.792337419142	10.3041794705381	9.27972212958313	9.84087680870267	9.59022323181864	9.59507410671871	9.31215227154154	9.7072502392441	9.52153782757914
AA944073_at	11.2740184829581	11.2909062710235	10.6390731296735	11.3847586255621	10.5203538447828	11.4932990723949	11.2743735512485	11.3334330348216	11.288698616545	11.272709923987	11.236908495847	10.0926845894006	11.2400027802117	10.3187772324525
AA956437_at	10.7406606907868	10.1969987132659	10.7923935678845	10.6886362458102	10.9748795058982	10.2457914336034	10.8479275127656	10.7263387484289	11.0566463503308	10.6866750532819	11.0241215536763	11.1541590727358	10.7263724216139	10.5101811793792
AA958273_at	7.53941746685566	7.51275553701096	7.57784082482237	7.68930773924573	7.81846947637797	7.63052513075557	7.18001323849431	7.72696204340682	7.61671913892469	7.41347301553593	7.50982825330939	7.23150303730472	7.78881408684396	7.79167760760494
AA958274_at	8.63937702141075	8.7567994808054	9.37225187734658	8.92016863667614	9.21271060317161	8.72584162662255	7.77794297271477	8.66529522798086	8.75499122180104	8.61133651849508	8.59912495913056	9.27390181142577	9.01182145046968	9.53591208857797
AB000098_at	8.96926476792831	8.67822110634757	8.84653383397431	8.71027742321923	8.96504233685129	8.72203306062747	8.86522846352463	8.82184386446244	8.88452020211145	8.6485896288723	8.9138171500463	8.58432894676518	8.73884170992429	8.39088819435904
AB000098_g_at	12.4792907114483	12.0441388868673	12.1694861347893	12.5052374617139	12.3098036638764	12.2104417663313	12.4765466320582	12.1697336767896	12.4777915901959	12.3276792751269	12.4020932720428	12.174383294405	12.25865140923	11.9998147040058
AB000113_at	8.02428496467764	8.11541714783895	8.1942425852911	8.02898418347937	8.16589302032153	7.99491079830972	7.93111721066102	8.19931219317026	8.27231067725793	8.03727863393338	8.25568350123686	8.36799057281363	8.04438039001052	8.23134222725365
AB000199_at	10.9526323408815	10.8384225938559	10.6536257101377	11.0957747621394	10.7285573737483	11.0052508245629	10.7100929904542	10.9905122647189	11.069178347759	10.951621107138	10.9614499526867	10.8722468858981	10.9531350302916	10.5723631872293
AB000216_at	9.11540444805189	9.22888066810002	9.28684650809463	9.29893729699246	9.03158578615632	9.30092433233091	8.71124766144172	9.36234598070492	9.2762158615336	9.38289729583262	9.14029225833681	9.20045230891037	9.29837212194991	9.27969943376262
AB000217mRNA_at	9.77633710232116	10.0155954585996	10.2199754946511	9.83372671377703	10.1082275749239	9.24695792913636	10.0639759117724	9.78344901095871	10.1378600124135	9.89118620128558	10.0924522377818	9.74061643382347	9.91182503397663	10.2161628524866
AB000280_at	9.78613273201571	9.483010537497	9.38961374634059	9.79702986669495	9.616106846818	9.75700894681304	9.81985258410804	9.79036907203507	9.77584981760848	9.92228017735129	9.94694843899813	9.46694364943005	9.48468944506802	9.49741976177567
AB000362_at	8.40146486460824	8.26121025853782	8.2451624501711	8.33070484094587	8.34278600219848	8.21533535519808	8.1915847126553	8.39930828402406	8.43998769784862	8.25091845391808	8.49832034449564	7.91025080566417	8.31869429944933	7.73924643929048
AB000491_at	11.822222815558	11.6307323657299	10.7820926622195	11.5595500746043	10.6655887325246	12.2402702900952	11.419396425431	11.5891397649434	11.3185643001315	11.8804694471718	11.4880888947136	10.1740783839376	11.5182327262029	10.8162657361486
AB000507_at	9.29541949710054	9.39171289006803	9.3687723116359	9.49983567446482	9.94858588840189	9.20951127487066	9.23741736717197	9.57695229317751	9.4671984672526	9.56624924074245	9.54566651254427	10.0959856762136	9.62257772459494	10.2137127966197
AB000517_s_at	10.8779169331354	10.6790107045843	11.3111419627186	10.8041829327768	11.210917659358	10.6367288455665	11.1648867955125	10.9941511044666	10.9541501226032	11.1644337911132	10.981548031183	10.8847049508731	11.0429201343607	10.7779622670591
AB000717exons#1-8_s_at	11.3136221154719	11.3594124356499	11.004317817451	10.7760621762527	10.896029709284	11.3652702578753	11.8866126773119	11.1149900152911	11.1971339113107	11.3882460903713	11.1401919293704	10.3436660032326	10.7605812015676	10.8241806301379
AB000776_at	10.4323583075076	10.354976397304	10.3220390582295	10.0803697526919	10.0803487274581	10.4648733150662	10.2798021102954	10.7017039137708	10.6100383531732	10.6325097212488	10.2215516696449	10.3470131220944	10.2795719646015	9.42581900388232
AB000778_s_at	9.07177932434236	9.43441888163117	9.38232480497754	9.19925675658653	9.38034542568275	9.31852434096445	9.54801691981952	9.37981902129152	9.38963368248442	9.21767059499654	9.34665230863445	9.10853503200022	8.95326902416858	9.83207766144115
AB000928_at	9.80432662209009	10.1156356829783	9.99245837370595	9.85942858928175	9.97021419667814	9.66447525094367	9.74213395637544	9.93967338219706	10.0606765030346	9.85958792347302	10.1098055503181	9.79853150772064	9.95934333200168	10.0570403306373
AB000929_at	9.03261336033411	8.94405007104697	9.20035859141803	9.17268527548783	9.49348936272003	9.05657739183302	9.28051774319623	9.23452011031921	9.31595676212396	9.25392575785386	9.37280235614333	9.67498724110171	9.14784218224187	9.19813216081624
AB001347_s_at	12.371879539945	11.9382694292598	12.0871480302679	12.0161974474592	11.9280585249077	11.8081990921685	12.6410361396781	11.756563737536	12.1310557819439	12.3873110181365	12.2255256207439	11.4346215920621	12.0472349112798	10.7402285727167
AB001349_at	8.20972184191164	8.1978143489975	8.57049721470401	8.16222944472779	8.64526449019646	8.03167887008143	8.40527511244237	8.56108203234744	8.46648022143041	8.40072355772759	8.49750427182544	8.20577447600027	8.29142162532411	8.43594817775462
AB001452_at	9.9177728402706	9.5309782331215	10.3352599611578	9.6787662652667	10.0906401760545	9.25964260511017	9.95886022312857	9.4153136608155	10.0599681979979	9.87773407843969	10.0157679656041	9.40159667108468	9.84309988171943	9.28503419064835
AB001453_at	10.4059378896282	10.1673619769035	10.7870829116679	10.454144049881	10.5909136106358	9.84453618666866	10.5774441206352	10.2681719724541	10.5601523712803	10.3690233374071	10.5969422881298	10.3468144733298	10.4042138870919	10.1462458522695
AB001576_s_at	9.65120929949778	9.48026116076034	10.1347805129466	9.65678826945329	10.0329357461647	8.54128089414575	9.63046968460658	8.76480850044138	9.61527449485051	9.55856609573458	9.58437293465492	9.92376180985537	9.6437780176668	10.5281079368756
AB001982_at	9.32700446350062	9.58562722251571	10.147464594847	9.53744927398221	10.2202804030718	8.74167195799333	9.91928636132976	9.47929590890184	9.78131161753315	9.49468683692109	9.44376752739905	9.79707173999642	9.64289417530441	9.884726624493
AB001982_g_at	9.68427044980043	9.42276224538108	10.3449294813712	9.74776698366468	10.1618479746	8.90752416977787	9.87274800584139	9.66478081051011	10.0838628999119	9.63142942225119	9.9259203817603	9.76430993935381	9.76344402444298	10.1855429818979
AB002086_at	12.4873595414185	11.9834428335298	12.0699388921087	12.2679862897758	11.8267862490897	12.0965824246221	12.4316322728321	12.0470857034916	12.2218189219509	12.4717097831341	12.3596265713005	11.2775145418288	12.3205438878595	10.7004196594325
AB002086_g_at	12.6378965354119	12.4325535314922	11.8792939982211	12.2766138641876	11.6964539565926	12.3878414402809	12.8503224227932	12.5221703433021	12.4459033422278	12.6184699174435	12.5608393955036	11.2451858558392	12.4856476558511	11.4409083981017
AB002111_at	8.95550522562704	8.38114584641022	8.89309283479228	9.23768328416167	8.79471164758176	9.04256390780768	8.74735681861256	8.80114275161735	8.70576166751266	8.97770079016794	9.00070525374931	8.97798500899087	8.97044822848889	9.28995873533008
AB002169_at	9.22134214056771	9.00203440577653	8.78222489058694	8.83248432435968	8.74301499848751	9.22002822274752	8.95773337020946	9.28310833071842	9.26767967755689	9.44197812775151	9.04253469710925	8.66623641550301	9.06451920443388	8.75895639599021
AB002393_at	9.19346013305018	9.28640843664445	9.73497207828653	9.31293190440714	9.72587367392662	9.12375494494871	9.32579163295639	9.48807480970645	9.52128195847506	9.15034274929714	9.39595160066552	9.70821129810308	9.3392023170281	9.90914756484517
AB002393_g_at	9.53854273852794	9.16444337696513	9.36908063987747	9.78555053405019	9.30861469269008	9.3298726718993	8.90434563242104	9.27000969939993	9.72401297940024	9.54296433555686	9.5772890365907	9.06467774946905	9.82804544417455	8.99181962710002
AB002406_at	9.74439014468712	9.05130806167893	9.06791801329938	8.98356268830247	9.41753809069944	9.52090678049462	9.67762533006404	9.33644043005028	8.84458840784064	9.64156756661358	9.5725281059523	8.84280776076723	9.46891169275318	8.88705488196156
AB002558_at	11.8500070138834	11.4359711157049	12.0853834175178	11.6905678051741	11.6928371697551	11.4361563029885	11.1040920575096	11.382641904993	11.7036359582318	11.5728481041737	11.4475798213545	11.2140804222761	11.5435525973882	11.3631346228925
AB002561_at	9.47844336630993	9.7054648380038	10.0500769851113	9.71526024858896	9.87270613369992	9.48931709994481	8.83846551144558	9.83981497389874	9.68358687993682	9.54352123379763	9.60441395549162	9.97776755586888	9.75605045332009	9.62277383916783
AB002584_at	7.86745883885485	7.9395551966931	8.34388411732214	8.5433186697287	8.27011745363641	7.75582014652842	7.71436339986982	8.18515287620182	7.81796329526519	7.86410919878781	8.17609917628453	8.83252038087892	7.85368902225035	8.42333525589963
AB002801_at	6.90997838068462	6.97849665349135	7.06005551365192	6.88009306149752	6.93461709205174	6.89149659117425	6.83584993643109	6.89336336402137	7.07712926105536	7.03988840855324	6.94766763202685	7.28848932622206	7.07560119726027	6.91793628449767
AB003042_at	10.1927756477676	10.4738604246185	10.8765273775683	10.22486978362	10.5677322207348	10.2118722580424	10.3194229952821	10.614770741339	10.5248249085503	10.3469787091565	10.5571144659786	11.2516067079342	10.3403818623906	10.9892334222007
AB003091_at	10.4214024810096	10.6885953240252	10.80440147838	10.7674679851989	10.8636517807847	10.6423469740205	9.93417349846124	10.5597086500246	10.6909879767936	10.6557167352575	10.6022108200279	10.8115566039856	11.1030006615561	10.8939611777557
AB003104_at	9.09864774323887	8.99316012408057	9.20339839003453	9.07016276881313	9.24723543328632	8.75583319811907	9.03012676737304	9.2005301256879	8.9928766425435	9.09703236321469	9.32374704460642	10.1761211395946	9.10158995746746	9.1337623792513
AB003357_at	9.996671029268	10.0696656778918	10.4013504254736	10.3878845490491	10.3503407262706	10.1605307586098	9.75729883444662	10.2736638168225	10.3226563455155	10.1820927157927	10.2226532990172	10.0770106129172	10.504675663898	9.78294717416161
AB003400_at	7.34098944302278	7.55937712705041	7.72032637380637	7.38757675129603	7.74058340364995	7.21503897953985	7.61239627528139	7.25061757341378	7.67271258032572	7.38979462697645	7.64691764076105	7.55315759553447	7.2813820368562	7.66702194172275
AB003478_at	9.69277793793802	9.5971818391185	9.76558268952316	9.82602287024289	9.56301147767632	9.73886745523981	9.33089434638483	9.62088145891256	9.71344481287817	9.95436045939307	9.817700756494	9.66925890545834	9.95910452198004	8.65059868351035
AB003478_g_at	9.58406655685488	9.63561655557324	9.93873550652613	9.73343010463645	9.70623765757541	9.53648334528304	9.31203239429254	9.47393755681481	9.74281131231185	9.65749342163797	9.62434562521518	9.73789257908647	9.79251975736503	9.24794635152815
AB003515_at	12.6831534474859	12.5826752489891	11.4498592633488	12.3753213573194	11.6970574066877	13.1452920313967	12.6859029678733	12.6313000193064	12.2010112453709	12.6846856366904	12.0984931211942	11.2627625155251	12.4182349236202	11.6668517257077
AB003726_at	12.1650868478459	12.1356126502412	11.768693504153	12.1930375678994	11.5278571567156	12.1006950237873	11.2905454319967	11.7740431011156	11.1031627652885	11.8679447284196	10.2352457307433	10.972300048367	10.7737361827174	11.7651369241474
AB003753cds#1_at	8.44760348831975	8.88458042634398	8.63384726703048	8.73851619672074	8.36799294003993	8.63015158842629	8.41346848278948	8.58677593198509	8.76974177851367	8.67506176255515	8.67885254486422	8.6725668815914	8.92889527494471	7.94387621639923
AB003753cds#2_at	8.14432178033434	8.41225028197032	8.4939982148589	8.62812373057124	8.36362686136463	8.21152050974869	8.34375605836895	8.34710845623721	8.61588853541978	8.45591876959208	8.40099396514013	8.31367154965801	8.67814319135066	7.78464329269235
AB003991_at	14.6204072163516	14.3508291611297	13.736840540199	14.4050524143938	14.26531936652	14.6438590464111	14.5496044693396	14.3605586086148	14.7544320378143	14.6530758620164	14.6443121527582	13.8815697925163	14.5949489253988	13.9856050347142
AB003991_g_at	13.8948452624989	13.3110040864218	12.7350498696185	13.4060289496536	13.1748124208902	13.7553950812571	13.4297419924748	13.2463671192232	13.9388816075615	13.7505893887977	13.6532300690186	12.7919216279864	13.7525010515124	12.3719010780069
AB003992_s_at	11.4239965578787	10.9474082296762	10.5773978536811	10.6446614485188	11.1649848476963	11.3074618663804	11.2727797065504	11.0258709628609	11.3788954718231	11.1995917197901	11.1626070570646	10.6558064888022	11.2228143781895	10.2875284483913
AB004056_at	9.64712093862061	9.59537938582631	10.8756970036942	9.80777239786567	10.9923102639631	9.59950664368541	9.90494548505821	9.7633885382267	9.90105699962615	9.66906831765367	9.77503196618999	10.7001929626596	9.79548890660358	10.9326343553377
AB004096_at	10.3331300796381	10.2141572347153	10.4080912205698	10.545763223845	10.4923018180721	10.971837101848	10.8499003468141	10.5380219634884	10.1838129814099	10.412324901645	10.3948687404733	10.1413500253944	10.4538569878541	9.6506391643373
AB004267_at	10.9809217004559	11.2338343390769	10.9561876637957	11.2029005920746	10.6884716152076	10.7625678758677	10.5725648206098	10.8585677498419	10.8161518800056	10.7121758991153	10.8017843080725	10.9026181099853	11.1946248214974	10.9056262539346
AB004267_g_at	11.6838807027657	11.287607527981	10.9427346025152	12.1201965950269	10.6799609232042	11.2921521927587	11.2925703824201	11.3623840004356	11.5889309483263	11.3232755158924	11.5342255869003	10.5741277503548	11.5759468727392	9.96741416497226
AB004276_s_at	11.1569845149623	10.4545640484578	10.5311924582645	10.9294295823392	10.7183212021369	10.3487309904453	11.15842609002	9.68278924297745	10.9591102772999	10.998535247367	10.7079186812639	9.71987946255006	11.1497275602651	8.88196596972698
AB004277_at	11.7313806444517	11.7842024284365	11.5759445970961	11.8472044166634	11.6782134340854	11.2462463872784	11.8711448139721	11.3812307306759	12.0262367477706	11.8457715732588	11.8195461831652	11.5296679832134	11.7579786266648	11.0519546991204
AB004278_at	6.66273356096162	6.54297879668229	6.59044231889276	6.67548957252641	6.83311727643601	6.70094243632025	6.88927899863338	6.60992679977505	6.77686946197268	6.72634379947302	6.70378676183496	6.58144537821706	6.77702958238897	6.57141685535766
AB004329_at	8.78484389632501	8.95431760685038	8.94777254219134	8.92588231080308	9.03722977119446	8.70139534807377	8.94031602272407	8.86383413947857	9.04113052444461	8.90991565396865	8.83200455140796	8.4839488085511	9.10055875046387	8.39892320410211
AB004559_at	8.87743104266094	8.84708575587564	8.67689830360178	9.31228110795235	8.99851857176221	8.91636608158773	9.02818593768733	9.13663877243474	9.05294500890375	9.26143468006329	9.19786431031595	9.03294270660138	9.2807635172031	8.93610518665322
AB004638_at	8.92306065117956	9.0622878655659	9.42316075881608	9.19648354027513	9.46012481965034	8.87707096240149	9.0066020832355	8.87852403663235	9.20959202926615	8.99857155066108	9.1817203767599	9.5139392779726	9.33017383576801	9.06590670320171
AB004831cds_at	8.35491627119717	8.52165351432003	8.82519156698307	8.68260435473693	9.7135120924534	8.36422370804162	8.74383153977182	8.59388727199123	8.66022463516466	8.50759912263753	8.69782845247396	9.29207003947365	8.63596943012876	9.21447320275256
AB005143_s_at	11.033762106827	10.9921862945449	11.147686884109	11.1439288992606	11.1466861296185	10.4483348315634	11.2413411569108	10.8739063071431	11.0331444596312	10.8220050865156	10.9485903163647	11.0608741339427	10.9697409532221	11.1286470258228
AB005146_at	7.43178627313374	7.40610405065268	7.73035107628701	7.52782377391964	7.80724514217859	7.26223932997773	7.65865676611196	7.46135193373761	7.64763738086518	7.44481926793272	7.60571498120823	7.61686139338203	7.50751844546222	7.62203160853257
AB005540_at	12.1830840191428	11.7801018265732	10.7740432700103	11.8816116698028	11.3237530421766	12.1846260176617	12.1714963710257	11.4895736783604	11.7651219635416	12.2090139906155	11.9891590561705	10.5817913050672	12.0412967071541	11.1109524646021
AB005540_g_at	11.6059754237766	11.4197926181012	10.5919609352027	11.3724848361251	10.8766895364921	11.4687303619253	11.7725668015197	11.3479628803557	11.3318740999762	11.7160330919382	11.4777733866673	10.5684971497225	11.4639719257196	11.303797792663
AB005541_at	10.0264875402265	9.80254241606154	9.90659903512678	9.93282922707899	9.85362933900865	9.58656674208877	10.1571827724288	9.79075093158198	10.14780177438	10.1917887468077	10.1149075079652	9.46180512895083	9.90976537839239	9.75401143845745
AB005547_at	9.06900584638253	8.96466135867096	8.95067838381438	8.99418834745336	9.41568421774422	8.8809651386389	9.13459342858814	9.16118498682548	9.05991657603407	9.19762463190924	9.34450623289109	9.08360616806552	9.28028009599288	9.05295723069438
AB005549_at	8.40062715696346	8.33926294003056	8.54827249526519	8.63977656928988	8.35748703763658	8.57575226167137	8.70207793368537	8.38350484363023	8.70161036732225	8.9162889559696	8.77151394820858	7.98481670466916	8.25824781492179	8.29527763633024
AB005743_at	6.56324560722251	6.64611191744849	6.62530129148956	6.69366643198826	6.63208225278592	6.60011926529446	6.8135952818684	6.50258219027522	6.92362685843787	6.65451696813141	6.948500274484	6.71728066938971	6.68690054656102	6.68057825354672
AB005743_g_at	8.24362918314507	8.33988109350297	8.43473417551422	8.32515956022147	8.17171068972867	7.82639971490196	8.32090348888469	7.76855875946196	8.71235856766735	8.48943915076733	8.692033693172	7.54327066815977	8.47813319720194	7.7618754841137
AB005900_at	6.72475772762968	6.84031446651115	7.20983829476567	6.82025455423708	7.74282667131754	6.59221281097411	6.9132815788445	6.89262952799537	6.80278950254834	6.76948169418918	6.99116700140882	8.66613401715705	6.82370387196279	7.92042511430939
AB006007_s_at	7.79433534759807	7.91234589468782	8.03869116657794	7.7825813468128	7.74376233941026	7.26006797118267	7.86244898547631	7.61719545634317	7.93429162683578	7.79334502450897	7.99934159809672	7.71676916525062	7.93795804747788	7.5401629996428
